time	V(cuadrada)	V(vout)
2.226821947095603e-01	1.000000e+00	-1.276377e-01
2.227679089952746e-01	1.000000e+00	-1.274585e-01
2.228536232809889e-01	1.000000e+00	-1.272737e-01
2.230536232809888e-01	1.000000e+00	-1.268136e-01
2.231536232809888e-01	1.000000e+00	-1.265690e-01
2.233536232809888e-01	1.000000e+00	-1.260490e-01
2.235536232809888e-01	1.000000e+00	-1.254885e-01
2.237536232809888e-01	1.000000e+00	-1.248896e-01
2.238536232809888e-01	1.000000e+00	-1.245752e-01
2.239536232809888e-01	1.000000e+00	-1.242539e-01
2.240536232809887e-01	1.000000e+00	-1.239257e-01
2.241536232809887e-01	1.000000e+00	-1.235906e-01
2.242536232809887e-01	1.000000e+00	-1.232486e-01
2.243536232809887e-01	1.000000e+00	-1.228997e-01
2.244536232809887e-01	1.000000e+00	-1.225439e-01
2.246536232809887e-01	1.000000e+00	-1.218209e-01
2.248536232809887e-01	1.000000e+00	-1.210815e-01
2.250536232809886e-01	1.000000e+00	-1.203286e-01
2.252536232809886e-01	1.000000e+00	-1.195638e-01
2.255536232809886e-01	1.000000e+00	-1.183958e-01
2.256964804238457e-01	1.000000e+00	-1.178311e-01
2.258393375667028e-01	1.000000e+00	-1.172596e-01
2.259821947095600e-01	1.000000e+00	-1.166813e-01
2.261250518524171e-01	1.000000e+00	-1.160962e-01
2.262679089952742e-01	1.000000e+00	-1.155044e-01
2.264107661381313e-01	1.000000e+00	-1.149058e-01
2.265536232809885e-01	1.000000e+00	-1.143004e-01
2.268536232809884e-01	1.000000e+00	-1.130042e-01
2.270107661381313e-01	1.000000e+00	-1.123115e-01
2.271679089952741e-01	1.000000e+00	-1.116130e-01
2.273250518524169e-01	1.000000e+00	-1.109085e-01
2.274821947095598e-01	1.000000e+00	-1.101981e-01
2.276393375667026e-01	1.000000e+00	-1.094818e-01
2.277964804238455e-01	1.000000e+00	-1.087596e-01
2.279536232809883e-01	1.000000e+00	-1.080315e-01
2.281536232809883e-01	1.000000e+00	-1.071008e-01
2.283536232809883e-01	1.000000e+00	-1.061672e-01
2.285536232809882e-01	1.000000e+00	-1.052305e-01
2.287536232809882e-01	1.000000e+00	-1.042909e-01
2.289536232809882e-01	1.000000e+00	-1.033483e-01
2.291536232809882e-01	1.000000e+00	-1.024026e-01
2.293536232809882e-01	1.000000e+00	-1.014540e-01
2.296250518524167e-01	1.000000e+00	-1.001612e-01
2.298964804238453e-01	1.000000e+00	-9.886650e-02
2.301679089952738e-01	1.000000e+00	-9.756988e-02
2.304393375667023e-01	1.000000e+00	-9.627134e-02
2.307107661381309e-01	1.000000e+00	-9.497087e-02
2.309821947095594e-01	1.000000e+00	-9.366849e-02
2.312536232809879e-01	1.000000e+00	-9.236419e-02
2.315821947095593e-01	1.000000e+00	-9.079041e-02
2.319107661381307e-01	1.000000e+00	-8.922510e-02
2.322393375667021e-01	1.000000e+00	-8.766825e-02
2.325679089952735e-01	1.000000e+00	-8.611988e-02
2.328964804238449e-01	1.000000e+00	-8.457997e-02
2.332250518524163e-01	1.000000e+00	-8.304853e-02
2.335536232809877e-01	1.000000e+00	-8.152556e-02
2.342964804238448e-01	1.000000e+00	-7.811451e-02
2.350393375667018e-01	1.000000e+00	-7.478708e-02
2.357821947095589e-01	1.000000e+00	-7.154326e-02
2.365250518524159e-01	1.000000e+00	-6.838305e-02
2.372679089952730e-01	1.000000e+00	-6.530646e-02
2.380107661381300e-01	1.000000e+00	-6.231348e-02
2.387536232809871e-01	1.000000e+00	-5.940411e-02
2.397536232809870e-01	1.000000e+00	-5.565801e-02
2.407536232809869e-01	1.000000e+00	-5.208450e-02
2.417536232809868e-01	1.000000e+00	-4.868358e-02
2.427536232809867e-01	1.000000e+00	-4.545526e-02
2.437536232809866e-01	1.000000e+00	-4.239952e-02
2.447536232809865e-01	1.000000e+00	-3.951638e-02
2.457536232809863e-01	1.000000e+00	-3.680583e-02
2.463536232809863e-01	1.000000e+00	-3.525516e-02
2.469536232809862e-01	1.000000e+00	-3.375734e-02
2.475536232809862e-01	1.000000e+00	-3.231238e-02
2.481536232809861e-01	1.000000e+00	-3.092026e-02
2.487536232809860e-01	1.000000e+00	-2.958099e-02
2.493536232809860e-01	1.000000e+00	-2.829458e-02
2.499536232809859e-01	1.000000e+00	-2.706102e-02
2.500000000010000e-01	9.999792e-01	-2.696728e-02
2.500249011318685e-01	0.000000e+00	-2.791924e-02
2.500348874202289e-01	0.000000e+00	-2.767953e-02
2.500403308335227e-01	0.000000e+00	-2.888247e-02
2.500430547093584e-01	0.000000e+00	-2.860915e-02
2.500445291878852e-01	0.000000e+00	-2.905079e-02
2.500453418164138e-01	0.000000e+00	-2.916795e-02
2.500458837105181e-01	0.000000e+00	-2.900458e-02
2.500460508690759e-01	0.000000e+00	-2.916096e-02
2.500461374646097e-01	0.000000e+00	-2.923402e-02
2.500461797872393e-01	0.000000e+00	-2.923285e-02
2.500462228757250e-01	0.000000e+00	-2.921479e-02
2.500462691247113e-01	0.000000e+00	-2.919776e-02
2.500463616226840e-01	0.000000e+00	-2.919323e-02
2.500610279389057e-01	0.000000e+00	-3.132291e-02
2.500756942551275e-01	0.000000e+00	-3.415956e-02
2.500903605713493e-01	0.000000e+00	-3.770317e-02
2.501050268875711e-01	0.000000e+00	-4.195375e-02
2.501196932037929e-01	0.000000e+00	-4.691130e-02
2.501343595200147e-01	0.000000e+00	-5.257582e-02
2.501490258362365e-01	0.000000e+00	-5.894730e-02
2.502490258362365e-01	0.000000e+00	-1.184137e-01
2.503490258362365e-01	0.000000e+00	-2.031225e-01
2.504490258362365e-01	0.000000e+00	-3.075233e-01
2.505490258362364e-01	0.000000e+00	-4.258180e-01
2.506490258362364e-01	0.000000e+00	-5.521884e-01
2.507490258362364e-01	0.000000e+00	-6.809915e-01
2.508490258362364e-01	0.000000e+00	-8.069487e-01
2.509490258362364e-01	0.000000e+00	-9.252931e-01
2.510490258362364e-01	0.000000e+00	-1.031903e+00
2.511490258362364e-01	0.000000e+00	-1.123384e+00
2.512490258362364e-01	0.000000e+00	-1.197145e+00
2.513490258362364e-01	0.000000e+00	-1.251411e+00
2.514490258362364e-01	0.000000e+00	-1.285231e+00
2.515490258362363e-01	0.000000e+00	-1.298442e+00
2.516490258362363e-01	0.000000e+00	-1.291621e+00
2.517490258362363e-01	0.000000e+00	-1.265996e+00
2.518490258362363e-01	0.000000e+00	-1.223367e+00
2.519490258362363e-01	0.000000e+00	-1.165985e+00
2.520490258362363e-01	0.000000e+00	-1.096454e+00
2.521490258362363e-01	0.000000e+00	-1.017600e+00
2.522490258362363e-01	0.000000e+00	-9.323662e-01
2.523490258362363e-01	0.000000e+00	-8.436928e-01
2.524490258362362e-01	0.000000e+00	-7.544249e-01
2.525490258362362e-01	0.000000e+00	-6.672122e-01
2.526490258362362e-01	0.000000e+00	-5.844397e-01
2.527490258362362e-01	0.000000e+00	-5.081586e-01
2.528490258362362e-01	0.000000e+00	-4.400479e-01
2.529490258362362e-01	0.000000e+00	-3.813775e-01
2.530490258362362e-01	0.000000e+00	-3.330032e-01
2.531490258362362e-01	0.000000e+00	-2.953615e-01
2.532490258362362e-01	0.000000e+00	-2.684939e-01
2.533490258362361e-01	0.000000e+00	-2.520689e-01
2.534490258362361e-01	0.000000e+00	-2.454291e-01
2.535490258362361e-01	0.000000e+00	-2.476320e-01
2.536490258362361e-01	0.000000e+00	-2.575117e-01
2.537490258362361e-01	0.000000e+00	-2.737292e-01
2.538490258362361e-01	0.000000e+00	-2.948392e-01
2.539490258362361e-01	0.000000e+00	-3.193414e-01
2.540490258362361e-01	0.000000e+00	-3.457434e-01
2.541490258362361e-01	0.000000e+00	-3.726046e-01
2.542490258362360e-01	0.000000e+00	-3.985896e-01
2.543490258362360e-01	0.000000e+00	-4.224984e-01
2.544490258362360e-01	0.000000e+00	-4.433053e-01
2.545490258362360e-01	0.000000e+00	-4.601732e-01
2.546490258362360e-01	0.000000e+00	-4.724753e-01
2.547490258362360e-01	0.000000e+00	-4.797937e-01
2.548490258362360e-01	0.000000e+00	-4.819241e-01
2.549490258362360e-01	0.000000e+00	-4.788598e-01
2.550490258362360e-01	0.000000e+00	-4.707836e-01
2.551490258362359e-01	0.000000e+00	-4.580393e-01
2.552490258362359e-01	0.000000e+00	-4.411149e-01
2.553490258362359e-01	0.000000e+00	-4.206072e-01
2.554490258362359e-01	0.000000e+00	-3.971995e-01
2.555490258362359e-01	0.000000e+00	-3.716246e-01
2.556490258362359e-01	0.000000e+00	-3.446421e-01
2.557490258362359e-01	0.000000e+00	-3.170033e-01
2.558490258362359e-01	0.000000e+00	-2.894324e-01
2.559490258362359e-01	0.000000e+00	-2.625969e-01
2.560490258362358e-01	0.000000e+00	-2.370953e-01
2.561490258362358e-01	0.000000e+00	-2.134349e-01
2.562490258362358e-01	0.000000e+00	-1.920283e-01
2.563490258362358e-01	0.000000e+00	-1.731790e-01
2.564490258362358e-01	0.000000e+00	-1.570866e-01
2.565490258362358e-01	0.000000e+00	-1.438405e-01
2.566490258362358e-01	0.000000e+00	-1.334326e-01
2.567490258362358e-01	0.000000e+00	-1.257579e-01
2.568490258362358e-01	0.000000e+00	-1.206323e-01
2.569490258362357e-01	0.000000e+00	-1.177986e-01
2.570490258362357e-01	0.000000e+00	-1.169472e-01
2.571490258362357e-01	0.000000e+00	-1.177247e-01
2.572490258362357e-01	0.000000e+00	-1.197557e-01
2.573490258362357e-01	0.000000e+00	-1.226509e-01
2.574490258362357e-01	0.000000e+00	-1.260284e-01
2.575490258362357e-01	0.000000e+00	-1.295194e-01
2.576490258362357e-01	0.000000e+00	-1.327869e-01
2.577490258362357e-01	0.000000e+00	-1.355278e-01
2.578490258362356e-01	0.000000e+00	-1.374877e-01
2.579490258362356e-01	0.000000e+00	-1.384591e-01
2.580490258362356e-01	0.000000e+00	-1.382917e-01
2.581490258362356e-01	0.000000e+00	-1.368862e-01
2.582490258362356e-01	0.000000e+00	-1.342009e-01
2.583490258362356e-01	0.000000e+00	-1.302416e-01
2.584490258362356e-01	0.000000e+00	-1.250642e-01
2.585490258362356e-01	0.000000e+00	-1.187628e-01
2.586490258362356e-01	0.000000e+00	-1.114695e-01
2.587490258362355e-01	0.000000e+00	-1.033406e-01
2.588490258362355e-01	0.000000e+00	-9.455550e-02
2.589490258362355e-01	0.000000e+00	-8.530262e-02
2.590490258362355e-01	0.000000e+00	-7.577813e-02
2.591490258362355e-01	0.000000e+00	-6.617233e-02
2.592490258362355e-01	0.000000e+00	-5.666982e-02
2.593490258362355e-01	0.000000e+00	-4.743709e-02
2.594490258362355e-01	0.000000e+00	-3.862455e-02
2.595490258362355e-01	0.000000e+00	-3.035606e-02
2.596490258362354e-01	0.000000e+00	-2.273309e-02
2.597490258362354e-01	0.000000e+00	-1.582649e-02
2.598490258362354e-01	0.000000e+00	-9.682706e-03
2.599490258362354e-01	0.000000e+00	-4.317710e-03
2.600490258362354e-01	0.000000e+00	2.749498e-04
2.601490258362354e-01	0.000000e+00	4.128531e-03
2.602490258362354e-01	0.000000e+00	7.293619e-03
2.603490258362354e-01	0.000000e+00	9.841362e-03
2.604490258362354e-01	0.000000e+00	1.185318e-02
2.605490258362353e-01	0.000000e+00	1.342347e-02
2.606490258362353e-01	0.000000e+00	1.464907e-02
2.607490258362353e-01	0.000000e+00	1.563207e-02
2.608490258362353e-01	0.000000e+00	1.646960e-02
2.609490258362353e-01	0.000000e+00	1.725715e-02
2.610490258362353e-01	0.000000e+00	1.807920e-02
2.611490258362353e-01	0.000000e+00	1.901338e-02
2.612490258362353e-01	0.000000e+00	2.012214e-02
2.613490258362353e-01	0.000000e+00	2.145800e-02
2.614490258362352e-01	0.000000e+00	2.305633e-02
2.615490258362352e-01	0.000000e+00	2.494165e-02
2.616490258362352e-01	0.000000e+00	2.712152e-02
2.617490258362352e-01	0.000000e+00	2.959371e-02
2.618490258362352e-01	0.000000e+00	3.234100e-02
2.619490258362352e-01	0.000000e+00	3.533902e-02
2.620490258362352e-01	0.000000e+00	3.855162e-02
2.621490258362352e-01	0.000000e+00	4.193911e-02
2.622490258362352e-01	0.000000e+00	4.545388e-02
2.623490258362352e-01	0.000000e+00	4.904879e-02
2.624490258362351e-01	0.000000e+00	5.267265e-02
2.625490258362351e-01	0.000000e+00	5.627847e-02
2.626490258362351e-01	0.000000e+00	5.981873e-02
2.627490258362351e-01	0.000000e+00	6.325307e-02
2.628490258362351e-01	0.000000e+00	6.654321e-02
2.629490258362351e-01	0.000000e+00	6.966013e-02
2.630490258362351e-01	0.000000e+00	7.257839e-02
2.631490258362351e-01	0.000000e+00	7.528272e-02
2.632490258362351e-01	0.000000e+00	7.776184e-02
2.633490258362350e-01	0.000000e+00	8.001455e-02
2.634490258362350e-01	0.000000e+00	8.204303e-02
2.635490258362350e-01	0.000000e+00	8.385850e-02
2.636490258362350e-01	0.000000e+00	8.547419e-02
2.637490258362350e-01	0.000000e+00	8.691071e-02
2.638490258362350e-01	0.000000e+00	8.818886e-02
2.640490258362350e-01	0.000000e+00	9.037298e-02
2.641490258362350e-01	0.000000e+00	9.133109e-02
2.642490258362349e-01	0.000000e+00	9.223324e-02
2.643490258362349e-01	0.000000e+00	9.310517e-02
2.644490258362349e-01	0.000000e+00	9.396741e-02
2.645490258362349e-01	0.000000e+00	9.484087e-02
2.646490258362349e-01	0.000000e+00	9.574024e-02
2.647490258362349e-01	0.000000e+00	9.667981e-02
2.648490258362349e-01	0.000000e+00	9.766722e-02
2.649490258362349e-01	0.000000e+00	9.870958e-02
2.650490258362349e-01	0.000000e+00	9.980737e-02
2.651490258362348e-01	0.000000e+00	1.009609e-01
2.652490258362348e-01	0.000000e+00	1.021643e-01
2.653490258362348e-01	0.000000e+00	1.034124e-01
2.654490258362348e-01	0.000000e+00	1.046947e-01
2.655490258362348e-01	0.000000e+00	1.060021e-01
2.656490258362348e-01	0.000000e+00	1.073215e-01
2.657490258362348e-01	0.000000e+00	1.086420e-01
2.658490258362348e-01	0.000000e+00	1.099496e-01
2.659490258362348e-01	0.000000e+00	1.112339e-01
2.660490258362347e-01	0.000000e+00	1.124819e-01
2.661490258362347e-01	0.000000e+00	1.136849e-01
2.662490258362347e-01	0.000000e+00	1.148325e-01
2.663490258362347e-01	0.000000e+00	1.159189e-01
2.664490258362347e-01	0.000000e+00	1.169372e-01
2.665490258362347e-01	0.000000e+00	1.178852e-01
2.666490258362347e-01	0.000000e+00	1.187594e-01
2.667490258362347e-01	0.000000e+00	1.195613e-01
2.668490258362347e-01	0.000000e+00	1.202909e-01
2.669490258362346e-01	0.000000e+00	1.209528e-01
2.670490258362346e-01	0.000000e+00	1.215497e-01
2.671490258362346e-01	0.000000e+00	1.220884e-01
2.673490258362346e-01	0.000000e+00	1.230137e-01
2.675490258362346e-01	0.000000e+00	1.237825e-01
2.676490258362346e-01	0.000000e+00	1.241251e-01
2.677490258362346e-01	0.000000e+00	1.244494e-01
2.678490258362345e-01	0.000000e+00	1.247599e-01
2.679490258362345e-01	0.000000e+00	1.250628e-01
2.680490258362345e-01	0.000000e+00	1.253612e-01
2.681490258362345e-01	0.000000e+00	1.256597e-01
2.682490258362345e-01	0.000000e+00	1.259593e-01
2.683490258362345e-01	0.000000e+00	1.262629e-01
2.684490258362345e-01	0.000000e+00	1.265696e-01
2.685490258362345e-01	0.000000e+00	1.268806e-01
2.686490258362345e-01	0.000000e+00	1.271935e-01
2.687490258362344e-01	0.000000e+00	1.275080e-01
2.688490258362344e-01	0.000000e+00	1.278204e-01
2.690490258362344e-01	0.000000e+00	1.284314e-01
2.692490258362344e-01	0.000000e+00	1.290034e-01
