time	V(senoidal)	V(vout)
1.150928224957043e-02	-8.441654e-01	1.369708e+00
1.160928224957043e-02	-9.337719e-01	1.009038e+00
1.170928224957043e-02	-9.862240e-01	6.078014e-01
1.180846948945880e-02	-9.994880e-01	1.853963e-01
1.186570114694326e-02	-9.893094e-01	-6.349582e-02
1.195873010966025e-02	-9.453171e-01	-4.645326e-01
1.205873010966025e-02	-8.617760e-01	-8.777970e-01
1.215873010966025e-02	-7.439452e-01	-1.256788e+00
1.225873010966025e-02	-5.965132e-01	-1.586459e+00
1.235873010966025e-02	-4.253462e-01	-1.853713e+00
1.245873010966025e-02	-2.372549e-01	-2.047928e+00
1.255873010966025e-02	-3.972331e-02	-2.161376e+00
1.265873010966025e-02	1.593888e-01	-2.189534e+00
1.275873010966025e-02	3.521589e-01	-2.131264e+00
1.285873010966025e-02	5.309169e-01	-1.988855e+00
1.295873010966025e-02	6.885498e-01	-1.767942e+00
1.305873010966025e-02	8.187857e-01	-1.477273e+00
1.315873010966025e-02	9.164425e-01	-1.128371e+00
1.325873010966025e-02	9.776345e-01	-7.350716e-01
1.335873010966025e-02	9.999269e-01	-3.129762e-01
1.340970100758979e-02	9.959747e-01	-9.156872e-02
1.348505771857621e-02	9.712615e-01	2.363215e-01
1.358505771857621e-02	9.046977e-01	6.610280e-01
1.368505771857621e-02	8.021363e-01	1.059134e+00
1.378505771857621e-02	6.676584e-01	1.414839e+00
1.388505771857621e-02	5.066146e-01	1.714026e+00
1.398505771857621e-02	3.254129e-01	1.944818e+00
1.408505771857621e-02	1.312632e-01	2.098057e+00
1.418505771857621e-02	-6.810945e-02	2.167661e+00
1.428505771857621e-02	-2.647720e-01	2.150874e+00
1.438505771857621e-02	-4.508995e-01	2.048367e+00
1.448505771857621e-02	-6.190858e-01	1.864221e+00
1.458505771857621e-02	-7.626390e-01	1.605757e+00
1.468505771857621e-02	-8.758473e-01	1.283253e+00
1.478505771857620e-02	-9.542059e-01	9.095304e-01
1.488505771857620e-02	-9.945972e-01	4.994454e-01
1.496487208829498e-02	-9.984616e-01	1.565076e-01
1.502947832348402e-02	-9.830166e-01	-1.247105e-01
1.512947832348402e-02	-9.270355e-01	-5.535591e-01
1.522947832348402e-02	-8.341682e-01	-9.606079e-01
1.532947832348402e-02	-7.081097e-01	-1.329675e+00
1.542947832348402e-02	-5.538759e-01	-1.646089e+00
1.552947832348402e-02	-3.776036e-01	-1.897268e+00
1.562947832348402e-02	-1.863066e-01	-2.073224e+00
1.572947832348402e-02	1.240336e-02	-2.166959e+00
1.582947832348402e-02	2.106198e-01	-2.174743e+00
1.592947832348402e-02	4.004558e-01	-2.096263e+00
1.602947832348402e-02	5.743579e-01	-1.934635e+00
1.612947832348402e-02	7.254065e-01	-1.696279e+00
1.622947832348402e-02	8.475916e-01	-1.390668e+00
1.632947832348402e-02	9.360514e-01	-1.029947e+00
1.642947832348402e-02	9.872662e-01	-6.284546e-01
1.652667232401340e-02	9.994069e-01	-2.142205e-01
1.658467117602588e-02	9.887220e-01	3.825319e-02
1.667893607454809e-02	9.431960e-01	4.451317e-01
1.677893607454809e-02	8.584895e-01	8.589436e-01
1.687893607454809e-02	7.396240e-01	1.238454e+00
1.697893607454809e-02	5.913293e-01	1.568580e+00
1.707893607454809e-02	4.195059e-01	1.836202e+00
1.717893607454809e-02	2.309906e-01	2.030687e+00
1.727893607454808e-02	3.328423e-02	2.144306e+00
1.737893607454808e-02	-1.657465e-01	2.172551e+00
1.747893607454808e-02	-3.581822e-01	2.114304e+00
1.757893607454808e-02	-5.363660e-01	1.971889e+00
1.767893607454808e-02	-6.932082e-01	1.750975e+00
1.777893607454808e-02	-8.224678e-01	1.460355e+00
1.787893607454808e-02	-9.190019e-01	1.111592e+00
1.797893607454808e-02	-9.789693e-01	7.185622e-01
1.807893607454808e-02	-9.999841e-01	2.969014e-01
1.812788083340520e-02	-9.957572e-01	8.459318e-02
1.820398759264999e-02	-9.703274e-01	-2.460464e-01
1.830398759264999e-02	-9.030319e-01	-6.700945e-01
1.840398759264999e-02	-7.998052e-01	-1.067537e+00
1.850398759264999e-02	-6.647546e-01	-1.422565e+00
1.860398759264999e-02	-5.032538e-01	-1.721058e+00
1.870398759264999e-02	-3.217287e-01	-1.951141e+00
1.880398759264999e-02	-1.274022e-01	-2.103662e+00
1.890398759264999e-02	7.199357e-02	-2.172553e+00
1.900398759264998e-02	2.685247e-01	-2.155073e+00
1.910398759264998e-02	4.543715e-01	-2.051915e+00
1.920398759264998e-02	6.221389e-01	-1.867180e+00
1.930398759264998e-02	7.651518e-01	-1.608214e+00
1.940398759264998e-02	8.777196e-01	-1.285316e+00
1.950398759264998e-02	9.553635e-01	-9.113278e-01
1.960398759264998e-02	9.949939e-01	-5.011219e-01
1.968258390265881e-02	9.983796e-01	-1.634627e-01
1.974764851403677e-02	9.825778e-01	1.196499e-01
1.984764851403677e-02	9.261420e-01	5.483338e-01
1.994764851403677e-02	8.328555e-01	9.551892e-01
2.004764851403677e-02	7.064301e-01	1.324038e+00
2.014764851403677e-02	5.518962e-01	1.640213e+00
2.024764851403677e-02	3.754026e-01	1.891143e+00
2.034764851403677e-02	1.839719e-01	2.066851e+00
2.044764851403677e-02	-1.477894e-02	2.160351e+00
2.054764851403677e-02	-2.129418e-01	2.167928e+00
2.064764851403677e-02	-4.026317e-01	2.089283e+00
2.074764851403677e-02	-5.763011e-01	1.927550e+00
2.084764851403677e-02	-7.270398e-01	1.689164e+00
2.094764851403677e-02	-8.488500e-01	1.383611e+00
2.104764851403677e-02	-9.368848e-01	1.023048e+00
2.114764851403677e-02	-9.876413e-01	6.218204e-01
2.124410478012908e-02	-9.993755e-01	2.111235e-01
2.130238703476749e-02	-9.885011e-01	-4.229714e-02
2.139710831836391e-02	-9.424026e-01	-4.506277e-01
2.149710831836391e-02	-8.572665e-01	-8.637855e-01
2.159710831836391e-02	-7.380202e-01	-1.242546e+00
2.169710831836391e-02	-5.894085e-01	-1.571842e+00
2.179710831836391e-02	-4.173444e-01	-1.838573e+00
2.189710831836391e-02	-2.286744e-01	-2.032128e+00
2.199710831836391e-02	-3.090555e-02	-2.144806e+00
2.209710831836391e-02	1.680930e-01	-2.172125e+00
2.219710831836391e-02	3.604032e-01	-2.112995e+00
2.229710831836391e-02	5.383732e-01	-1.969769e+00
2.239710831836391e-02	6.949215e-01	-1.748141e+00
2.249710831836391e-02	8.238192e-01	-1.456929e+00
2.259710831836391e-02	9.199376e-01	-1.107715e+00
2.269710831836391e-02	9.794521e-01	-7.143890e-01
2.279710831836390e-02	9.999947e-01	-2.925977e-01
2.284530468724378e-02	9.956754e-01	-8.353951e-02
2.292168842519948e-02	9.699787e-01	2.482349e-01
2.302168842519948e-02	9.024132e-01	6.721259e-01
2.312168842519948e-02	7.989411e-01	1.069336e+00
2.322168842519948e-02	6.636796e-01	1.424067e+00
2.332168842519948e-02	5.020106e-01	1.722211e+00
2.342168842519948e-02	3.203668e-01	1.951909e+00
2.352168842519948e-02	1.259758e-01	2.104027e+00
2.362168842519947e-02	-7.342777e-02	2.172514e+00
2.372168842519947e-02	-2.699097e-01	2.154647e+00
2.382168842519947e-02	-4.556520e-01	2.051139e+00
2.392168842519947e-02	-6.232641e-01	1.866109e+00
2.402168842519947e-02	-7.660769e-01	1.606917e+00
2.412168842519947e-02	-8.784078e-01	1.283877e+00
2.422168842519947e-02	-9.557873e-01	9.098391e-01
2.432168842519947e-02	-9.951365e-01	4.996852e-01
2.439983476551747e-02	-9.983488e-01	1.640840e-01
2.446506857651266e-02	-9.824144e-01	-1.196157e-01
2.456506857651266e-02	-9.258109e-01	-5.480320e-01
2.466506857651266e-02	-8.323698e-01	-9.545702e-01
2.476506857651266e-02	-7.058091e-01	-1.323058e+00
2.486506857651266e-02	-5.511646e-01	-1.638839e+00
2.496506857651266e-02	-3.745896e-01	-1.889348e+00
2.506506857651266e-02	-1.831098e-01	-2.064622e+00
2.516506857651266e-02	1.565585e-02	-2.157686e+00
2.526506857651266e-02	2.137986e-01	-2.164839e+00
2.536506857651266e-02	4.034343e-01	-2.085793e+00
2.546506857651266e-02	5.770176e-01	-1.923693e+00
2.556506857651266e-02	7.276417e-01	-1.684986e+00
2.566506857651266e-02	8.493132e-01	-1.379168e+00
2.576506857651266e-02	9.371910e-01	-1.018404e+00
2.586506857651266e-02	9.877784e-01	-6.170428e-01
2.596125244395289e-02	9.993636e-01	-2.074556e-01
2.601963926760609e-02	9.884191e-01	4.641840e-02
2.611452892315579e-02	9.421086e-01	4.554323e-01
2.621452892315579e-02	8.568141e-01	8.684783e-01
2.631452892315578e-02	7.374274e-01	1.247066e+00
2.641452892315578e-02	5.886989e-01	1.576136e+00
2.651452892315578e-02	4.165463e-01	1.842600e+00
2.661452892315578e-02	2.278195e-01	2.035857e+00
2.671452892315578e-02	3.002787e-02	2.148221e+00
2.681452892315578e-02	-1.689585e-01	2.175223e+00
2.691452892315578e-02	-3.612221e-01	2.115788e+00
2.701452892315578e-02	-5.391129e-01	1.972282e+00
2.711452892315578e-02	-6.955526e-01	1.750412e+00
2.721452892315578e-02	-8.243166e-01	1.459006e+00
2.731452892315578e-02	-9.202815e-01	1.109656e+00
2.741452892315578e-02	-9.796288e-01	7.162613e-01
2.751452892315578e-02	-9.999971e-01	2.944708e-01
2.756244916429523e-02	-9.956450e-01	8.663878e-02
2.763893508952502e-02	-9.698495e-01	-2.455062e-01
2.773893508952502e-02	-9.021845e-01	-6.692670e-01
2.783893508952501e-02	-7.986220e-01	-1.066309e+00
2.793893508952501e-02	-6.632827e-01	-1.420838e+00
2.803893508952501e-02	-5.015517e-01	-1.718751e+00
2.813893508952501e-02	-3.198642e-01	-1.948197e+00
2.823893508952501e-02	-1.254494e-01	-2.100050e+00
2.833893508952501e-02	7.395687e-02	-2.168267e+00
2.843893508952501e-02	2.704205e-01	-2.150134e+00
2.853893508952501e-02	4.561242e-01	-2.046372e+00
2.863893508952501e-02	6.236789e-01	-1.861109e+00
2.873893508952501e-02	7.664178e-01	-1.601713e+00
2.883893508952501e-02	8.786612e-01	-1.278504e+00
2.893893508952501e-02	9.559432e-01	-9.043382e-01
2.903893508952501e-02	9.951887e-01	-4.941009e-01
2.911691539807524e-02	9.983373e-01	-1.591844e-01
2.918221162347753e-02	9.823539e-01	1.247901e-01
2.928221162347753e-02	9.256886e-01	5.531897e-01
2.938221162347753e-02	8.321905e-01	9.596840e-01
2.948221162347753e-02	7.055799e-01	1.328104e+00
2.958221162347753e-02	5.508947e-01	1.643795e+00
2.968221162347753e-02	3.742896e-01	1.894199e+00
2.978221162347753e-02	1.827917e-01	2.069356e+00
2.988221162347753e-02	-1.597932e-02	2.162297e+00
2.998221162347752e-02	-2.141146e-01	2.169325e+00
3.008221162347752e-02	-4.037303e-01	2.090160e+00
3.018221162347752e-02	-5.772818e-01	1.927951e+00
3.028221162347752e-02	-7.278636e-01	1.689150e+00
3.038221162347752e-02	-8.494840e-01	1.383257e+00
3.048221162347752e-02	-9.373038e-01	1.022439e+00
3.058221162347752e-02	-9.878288e-01	6.210498e-01
3.067829499758149e-02	-9.993593e-01	2.118927e-01
3.073672038889075e-02	-9.883887e-01	-4.213569e-02
3.083167214098638e-02	-9.419999e-01	-4.513797e-01
3.093167214098638e-02	-8.566471e-01	-8.643599e-01
3.103167214098638e-02	-7.372086e-01	-1.242857e+00
3.113167214098638e-02	-5.884370e-01	-1.571816e+00
3.123167214098638e-02	-4.162518e-01	-1.838149e+00
3.133167214098638e-02	-2.275041e-01	-2.031264e+00
3.143167214098638e-02	-2.970416e-02	-2.143477e+00
3.153167214098639e-02	1.692777e-01	-2.170325e+00
3.163167214098639e-02	3.615241e-01	-2.110739e+00
3.173167214098639e-02	5.393856e-01	-1.967090e+00
3.183167214098639e-02	6.957853e-01	-1.745092e+00
3.193167214098640e-02	8.245000e-01	-1.453576e+00
3.203167214098640e-02	9.204082e-01	-1.104139e+00
3.213167214098640e-02	9.796938e-01	-7.106830e-01
3.223167214098641e-02	9.999979e-01	-2.888599e-01
3.227949054089473e-02	9.956338e-01	-8.146504e-02
3.235601415381582e-02	9.698018e-01	2.508392e-01
3.245601415381582e-02	9.021001e-01	6.745790e-01
3.255601415381582e-02	7.985042e-01	1.071583e+00
3.265601415381583e-02	6.631362e-01	1.426058e+00
3.275601415381583e-02	5.013824e-01	1.723906e+00
3.285601415381583e-02	3.196788e-01	1.953276e+00
3.295601415381583e-02	1.252553e-01	2.105045e+00
3.305601415381584e-02	-7.415201e-02	2.173175e+00
3.315601415381584e-02	-2.706088e-01	2.154955e+00
3.325601415381584e-02	-4.562983e-01	2.051109e+00
3.335601415381585e-02	-6.238319e-01	1.865767e+00
3.345601415381585e-02	-7.665434e-01	1.606302e+00
3.355601415381585e-02	-8.787547e-01	1.283035e+00
3.365601415381585e-02	-9.560006e-01	9.088254e-01
3.375601415381586e-02	-9.952078e-01	4.985593e-01
3.383393322520647e-02	-9.983331e-01	1.638959e-01
3.389925246840842e-02	-9.823316e-01	-1.201798e-01
3.399925246840842e-02	-9.256434e-01	-5.485737e-01
3.409925246840843e-02	-8.321243e-01	-9.550527e-01
3.419925246840843e-02	-7.054954e-01	-1.323448e+00
3.429925246840843e-02	-5.507951e-01	-1.639107e+00
3.439925246840844e-02	-3.741790e-01	-1.889473e+00
3.449925246840844e-02	-1.826744e-01	-2.064586e+00
3.459925246840844e-02	1.609862e-02	-2.157480e+00
3.469925246840844e-02	2.142311e-01	-2.164461e+00
3.479925246840845e-02	4.038395e-01	-2.085250e+00
3.489925246840845e-02	5.773792e-01	-1.922998e+00
3.499925246840845e-02	7.279454e-01	-1.684160e+00
3.509925246840846e-02	8.495469e-01	-1.378236e+00
3.519925246840846e-02	9.373454e-01	-1.017397e+00
3.529925246840846e-02	9.878473e-01	-6.159976e-01
3.539529878011877e-02	9.993576e-01	-2.069995e-01
3.545373839400220e-02	9.883775e-01	4.708500e-02
3.554871304496940e-02	9.419598e-01	4.564117e-01
3.564871304496940e-02	8.565854e-01	8.693643e-01
3.574871304496940e-02	7.371280e-01	1.247824e+00
3.584871304496941e-02	5.883405e-01	1.576736e+00
3.594871304496941e-02	4.161432e-01	1.843016e+00
3.604871304496941e-02	2.273878e-01	2.036072e+00
3.614871304496942e-02	2.958478e-02	2.148223e+00
3.624871304496942e-02	-1.693954e-01	2.175007e+00
3.634871304496942e-02	-3.616355e-01	2.115357e+00
3.644871304496942e-02	-5.394862e-01	1.971648e+00
3.654871304496943e-02	-6.958711e-01	1.749593e+00
3.664871304496943e-02	-8.245675e-01	1.458027e+00
3.674871304496943e-02	-9.204549e-01	1.108548e+00
3.684871304496944e-02	-9.797177e-01	7.150575e-01
3.694871304496944e-02	-9.999981e-01	2.932096e-01
3.699649388915598e-02	-9.956297e-01	8.596954e-02
3.707303139994246e-02	-9.697842e-01	-2.464041e-01
3.717303139994246e-02	-9.020689e-01	-6.701508e-01
3.727303139994247e-02	-7.984607e-01	-1.067156e+00
3.737303139994247e-02	-6.630822e-01	-1.421627e+00
3.747303139994247e-02	-5.013199e-01	-1.719466e+00
3.757303139994247e-02	-3.196104e-01	-1.948824e+00
3.767303139994248e-02	-1.251837e-01	-2.100577e+00
3.777303139994248e-02	7.422397e-02	-2.168689e+00
3.787303139994248e-02	2.706783e-01	-2.150451e+00
3.797303139994249e-02	4.563625e-01	-2.046588e+00
3.807303139994249e-02	6.238883e-01	-1.861231e+00
3.817303139994249e-02	7.665898e-01	-1.601755e+00
3.827303139994249e-02	8.787891e-01	-1.278481e+00
3.837303139994250e-02	9.560218e-01	-9.042697e-01
3.847303139994250e-02	9.952148e-01	-4.940084e-01
3.855092788886606e-02	9.983315e-01	-1.594510e-01
3.861625562003412e-02	9.823234e-01	1.246511e-01
3.871625562003412e-02	9.256268e-01	5.530256e-01
3.881625562003412e-02	8.320999e-01	9.594811e-01
3.891625562003413e-02	7.054642e-01	1.327850e+00
3.901625562003413e-02	5.507584e-01	1.643478e+00
3.911625562003413e-02	3.741382e-01	1.893811e+00
3.921625562003413e-02	1.826312e-01	2.068890e+00
3.931625562003414e-02	-1.614261e-02	2.161749e+00
3.941625562003414e-02	-2.142741e-01	2.168694e+00
3.951625562003414e-02	-4.038797e-01	2.089448e+00
3.961625562003415e-02	-5.774152e-01	1.927163e+00
3.971625562003415e-02	-7.279755e-01	1.688293e+00
3.981625562003415e-02	-8.495701e-01	1.382340e+00
3.991625562003415e-02	-9.373607e-01	1.021474e+00
4.001625562003416e-02	-9.878542e-01	6.200500e-01
4.011228826454134e-02	-9.993570e-01	2.110908e-01
4.017073312298645e-02	-9.883734e-01	-4.302688e-02
4.026571621783263e-02	-9.419450e-01	-4.524048e-01
4.036571621783263e-02	-8.565627e-01	-8.653695e-01
4.046571621783263e-02	-7.370982e-01	-1.243838e+00
4.056571621783264e-02	-5.883049e-01	-1.572756e+00
4.066571621783264e-02	-4.161032e-01	-1.839039e+00
4.076571621783264e-02	-2.273449e-01	-2.032095e+00
4.086571621783264e-02	-2.954076e-02	-2.144244e+00
4.096571621783265e-02	1.694388e-01	-2.171026e+00
4.106571621783265e-02	3.616765e-01	-2.111374e+00
4.116571621783265e-02	5.395233e-01	-1.967663e+00
4.126571621783266e-02	6.959027e-01	-1.745608e+00
4.136571621783266e-02	8.245924e-01	-1.454045e+00
4.146571621783266e-02	9.204721e-01	-1.104571e+00
4.156571621783266e-02	9.797266e-01	-7.110898e-01
4.166571621783267e-02	9.999982e-01	-2.892551e-01
4.171348321340938e-02	9.956281e-01	-8.208302e-02
4.179002584899374e-02	9.697777e-01	2.502986e-01
4.189002584899375e-02	9.020575e-01	6.740243e-01
4.199002584899375e-02	7.984447e-01	1.071006e+00
4.209002584899375e-02	6.630623e-01	1.425452e+00
4.219002584899376e-02	5.012969e-01	1.723264e+00
4.229002584899376e-02	3.195852e-01	1.952593e+00
4.239002584899376e-02	1.251573e-01	2.104317e+00
4.249002584899376e-02	-7.425050e-02	2.172400e+00
4.259002584899377e-02	-2.707039e-01	2.154133e+00
4.269002584899377e-02	-4.563862e-01	2.050242e+00
4.279002584899377e-02	-6.239091e-01	1.864857e+00
4.289002584899378e-02	-7.666069e-01	1.605355e+00
4.299002584899378e-02	-8.788018e-01	1.282056e+00
4.309002584899378e-02	-9.560296e-01	9.078217e-01
4.319002584899378e-02	-9.952174e-01	4.975389e-01
4.326791401064262e-02	-9.983310e-01	1.630020e-01
4.333324487170056e-02	-9.823204e-01	-1.211257e-01
4.343324487170056e-02	-9.256206e-01	-5.495178e-01
4.353324487170056e-02	-8.320909e-01	-9.559895e-01
4.363324487170057e-02	-7.054527e-01	-1.324373e+00
4.373324487170057e-02	-5.507448e-01	-1.640016e+00
4.383324487170057e-02	-3.741231e-01	-1.890361e+00
4.393324487170058e-02	-1.826152e-01	-2.065452e+00
4.403324487170058e-02	1.615883e-02	-2.158322e+00
4.413324487170058e-02	2.142899e-01	-2.165277e+00
4.423324487170058e-02	4.038945e-01	-2.086042e+00
4.433324487170059e-02	5.774284e-01	-1.923766e+00
4.443324487170059e-02	7.279866e-01	-1.684907e+00
4.453324487170059e-02	8.495787e-01	-1.378966e+00
4.463324487170060e-02	9.373664e-01	-1.018113e+00
4.473324487170060e-02	9.878567e-01	-6.167039e-01
4.482927247647611e-02	9.993568e-01	-2.077820e-01
4.488771926880943e-02	9.883718e-01	4.633358e-02
4.498270547725713e-02	9.419396e-01	4.557068e-01
4.508270547725713e-02	8.565543e-01	8.686510e-01
4.518270547725713e-02	7.370872e-01	1.247097e+00
4.528270547725714e-02	5.882917e-01	1.575992e+00
4.538270547725714e-02	4.160884e-01	1.842251e+00
4.548270547725714e-02	2.273291e-01	2.035283e+00
4.558270547725714e-02	2.952453e-02	2.147408e+00
4.568270547725715e-02	-1.694548e-01	2.174166e+00
4.578270547725715e-02	-3.616917e-01	2.114491e+00
