Freq.	V(vout)
1.04472021922074e+01	(-1.04158746160209e+01dB,1.12597123230310e+02°)
1.04712854805084e+01	(-1.03878959825454e+01dB,1.12474083588612e+02°)
1.04954242865227e+01	(-1.03599559865974e+01dB,1.12350929029182e+02°)
1.05196187382317e+01	(-1.03320546979326e+01dB,1.12227659983716e+02°)
1.05438689639120e+01	(-1.03041921860821e+01dB,1.12104276886253e+02°)
1.05681750921360e+01	(-1.02763685203493e+01dB,1.11980780173176e+02°)
1.05925372517723e+01	(-1.02485837698087e+01dB,1.11857170283206e+02°)
1.06169555719867e+01	(-1.02208380033026e+01dB,1.11733447657399e+02°)
1.06414301822426e+01	(-1.01931312894394e+01dB,1.11609612739136e+02°)
1.06659612123020e+01	(-1.01654636965908e+01dB,1.11485665974126e+02°)
1.06905487922260e+01	(-1.01378352928899e+01dB,1.11361607810395e+02°)
1.07151930523755e+01	(-1.01102461462290e+01dB,1.11237438698284e+02°)
1.07398941234119e+01	(-1.00826963242565e+01dB,1.11113159090441e+02°)
1.07646521362978e+01	(-1.00551858943757e+01dB,1.10988769441821e+02°)
1.07894672222977e+01	(-1.00277149237413e+01dB,1.10864270209674e+02°)
1.08143395129788e+01	(-1.00002834792582e+01dB,1.10739661853546e+02°)
1.08392691402114e+01	(-9.97289162757849e+00dB,1.10614944835268e+02°)
1.08642562361701e+01	(-9.94553943509936e+00dB,1.10490119618954e+02°)
1.08893009333337e+01	(-9.91822696796082e+00dB,1.10365186670994e+02°)
1.09144033644870e+01	(-9.89095429204336e+00dB,1.10240146460047e+02°)
1.09395636627203e+01	(-9.86372147296571e+00dB,1.10114999457037e+02°)
1.09647819614312e+01	(-9.83652857608248e+00dB,1.09989746135145e+02°)
1.09900583943246e+01	(-9.80937566648185e+00dB,1.09864386969804e+02°)
1.10153930954135e+01	(-9.78226280898340e+00dB,1.09738922438692e+02°)
1.10407861990201e+01	(-9.75519006813573e+00dB,1.09613353021727e+02°)
1.10662378397760e+01	(-9.72815750821416e+00dB,1.09487679201056e+02°)
1.10917481526234e+01	(-9.70116519321854e+00dB,1.09361901461055e+02°)
1.11173172728153e+01	(-9.67421318687089e+00dB,1.09236020288316e+02°)
1.11429453359167e+01	(-9.64730155261321e+00dB,1.09110036171644e+02°)
1.11686324778050e+01	(-9.62043035360507e+00dB,1.08983949602049e+02°)
1.11943788346709e+01	(-9.59359965272156e+00dB,1.08857761072736e+02°)
1.12201845430190e+01	(-9.56680951255082e+00dB,1.08731471079103e+02°)
1.12460497396686e+01	(-9.54005999539189e+00dB,1.08605080118729e+02°)
1.12719745617545e+01	(-9.51335116325244e+00dB,1.08478588691369e+02°)
1.12979591467273e+01	(-9.48668307784657e+00dB,1.08351997298946e+02°)
1.13240036323549e+01	(-9.46005580059246e+00dB,1.08225306445541e+02°)
1.13501081567225e+01	(-9.43346939261021e+00dB,1.08098516637389e+02°)
1.13762728582337e+01	(-9.40692391471959e+00dB,1.07971628382868e+02°)
1.14024978756110e+01	(-9.38041942743780e+00dB,1.07844642192492e+02°)
1.14287833478971e+01	(-9.35395599097732e+00dB,1.07717558578904e+02°)
1.14551294144547e+01	(-9.32753366524351e+00dB,1.07590378056866e+02°)
1.14815362149682e+01	(-9.30115250983263e+00dB,1.07463101143248e+02°)
1.15080038894437e+01	(-9.27481258402945e+00dB,1.07335728357028e+02°)
1.15345325782103e+01	(-9.24851394680516e+00dB,1.07208260219273e+02°)
1.15611224219203e+01	(-9.22225665681512e+00dB,1.07080697253138e+02°)
1.15877735615506e+01	(-9.19604077239669e+00dB,1.06953039983852e+02°)
1.16144861384028e+01	(-9.16986635156704e+00dB,1.06825288938714e+02°)
1.16412602941043e+01	(-9.14373345202101e+00dB,1.06697444647078e+02°)
1.16680961706090e+01	(-9.11764213112885e+00dB,1.06569507640350e+02°)
1.16949939101980e+01	(-9.09159244593419e+00dB,1.06441478451972e+02°)
1.17219536554806e+01	(-9.06558445315176e+00dB,1.06313357617420e+02°)
1.17489755493946e+01	(-9.03961820916533e+00dB,1.06185145674187e+02°)
1.17760597352074e+01	(-9.01369377002551e+00dB,1.06056843161780e+02°)
1.18032063565166e+01	(-8.98781119144766e+00dB,1.05928450621705e+02°)
1.18304155572510e+01	(-8.96197052880975e+00dB,1.05799968597461e+02°)
1.18576874816709e+01	(-8.93617183715021e+00dB,1.05671397634525e+02°)
1.18850222743695e+01	(-8.91041517116588e+00dB,1.05542738280349e+02°)
1.19124200802731e+01	(-8.88470058520985e+00dB,1.05413991084343e+02°)
1.19398810446420e+01	(-8.85902813328942e+00dB,1.05285156597870e+02°)
1.19674053130717e+01	(-8.83339786906397e+00dB,1.05156235374231e+02°)
1.19949930314931e+01	(-8.80780984584286e+00dB,1.05027227968657e+02°)
1.20226443461734e+01	(-8.78226411658345e+00dB,1.04898134938300e+02°)
1.20503594037173e+01	(-8.75676073388900e+00dB,1.04768956842217e+02°)
1.20781383510671e+01	(-8.73129975000657e+00dB,1.04639694241364e+02°)
1.21059813355041e+01	(-8.70588121682503e+00dB,1.04510347698583e+02°)
1.21338885046491e+01	(-8.68050518587300e+00dB,1.04380917778592e+02°)
1.21618600064630e+01	(-8.65517170831687e+00dB,1.04251405047971e+02°)
1.21898959892480e+01	(-8.62988083495876e+00dB,1.04121810075155e+02°)
1.22179966016480e+01	(-8.60463261623448e+00dB,1.03992133430417e+02°)
1.22461619926498e+01	(-8.57942710221162e+00dB,1.03862375685863e+02°)
1.22743923115834e+01	(-8.55426434258746e+00dB,1.03732537415416e+02°)
1.23026877081231e+01	(-8.52914438668706e+00dB,1.03602619194805e+02°)
1.23310483322884e+01	(-8.50406728346135e+00dB,1.03472621601553e+02°)
1.23594743344444e+01	(-8.47903308148506e+00dB,1.03342545214966e+02°)
1.23879658653030e+01	(-8.45404182895483e+00dB,1.03212390616121e+02°)
1.24165230759234e+01	(-8.42909357368733e+00dB,1.03082158387852e+02°)
1.24451461177131e+01	(-8.40418836311723e+00dB,1.02951849114742e+02°)
1.24738351424287e+01	(-8.37932624429540e+00dB,1.02821463383104e+02°)
1.25025903021765e+01	(-8.35450726388696e+00dB,1.02691001780974e+02°)
1.25314117494134e+01	(-8.32973146816936e+00dB,1.02560464898097e+02°)
1.25602996369480e+01	(-8.30499890303058e+00dB,1.02429853325914e+02°)
1.25892541179409e+01	(-8.28030961396721e+00dB,1.02299167657547e+02°)
1.26182753459060e+01	(-8.25566364608262e+00dB,1.02168408487792e+02°)
1.26473634747108e+01	(-8.23106104408511e+00dB,1.02037576413099e+02°)
1.26765186585777e+01	(-8.20650185228608e+00dB,1.01906672031565e+02°)
1.27057410520847e+01	(-8.18198611459823e+00dB,1.01775695942916e+02°)
1.27350308101659e+01	(-8.15751387453377e+00dB,1.01644648748498e+02°)
1.27643880881127e+01	(-8.13308517520257e+00dB,1.01513531051258e+02°)
1.27938130415745e+01	(-8.10870005931042e+00dB,1.01382343455738e+02°)
1.28233058265595e+01	(-8.08435856915733e+00dB,1.01251086568055e+02°)
1.28528665994354e+01	(-8.06006074663560e+00dB,1.01119760995891e+02°)
1.28824955169306e+01	(-8.03580663322828e+00dB,1.00988367348478e+02°)
1.29121927361346e+01	(-8.01159627000733e+00dB,1.00856906236582e+02°)
1.29419584144991e+01	(-7.98742969763193e+00dB,1.00725378272495e+02°)
1.29717927098388e+01	(-7.96330695634675e+00dB,1.00593784070015e+02°)
1.30016957803321e+01	(-7.93922808598039e+00dB,1.00462124244434e+02°)
1.30316677845222e+01	(-7.91519312594351e+00dB,1.00330399412524e+02°)
1.30617088813176e+01	(-7.89120211522735e+00dB,1.00198610192524e+02°)
1.30918192299933e+01	(-7.86725509240198e+00dB,1.00066757204122e+02°)
1.31219989901912e+01	(-7.84335209561471e+00dB,9.99348410684439e+01°)
1.31522483219216e+01	(-7.81949316258849e+00dB,9.98028624080384e+01°)
1.31825673855633e+01	(-7.79567833062026e+00dB,9.96708218468604e+01°)
1.32129563418650e+01	(-7.77190763657942e+00dB,9.95387200102581e+01°)
1.32434153519459e+01	(-7.74818111690619e+00dB,9.94065575249575e+01°)
1.32739445772966e+01	(-7.72449880761014e+00dB,9.92743350190471e+01°)
1.33045441797801e+01	(-7.70086074426859e+00dB,9.91420531219642e+01°)
1.33352143216324e+01	(-7.67726696202505e+00dB,9.90097124644779e+01°)
1.33659551654636e+01	(-7.65371749558783e+00dB,9.88773136786757e+01°)
1.33967668742585e+01	(-7.63021237922836e+00dB,9.87448573979471e+01°)
1.34276496113778e+01	(-7.60675164677994e+00dB,9.86123442569687e+01°)
1.34586035405587e+01	(-7.58333533163608e+00dB,9.84797748916888e+01°)
1.34896288259157e+01	(-7.55996346674912e+00dB,9.83471499393117e+01°)
1.35207256319420e+01	(-7.53663608462880e+00dB,9.82144700382821e+01°)
1.35518941235095e+01	(-7.51335321734087e+00dB,9.80817358282697e+01°)
1.35831344658707e+01	(-7.49011489650562e+00dB,9.79489479501533e+01°)
1.36144468246587e+01	(-7.46692115329656e+00dB,9.78161070460047e+01°)
1.36458313658884e+01	(-7.44377201843901e+00dB,9.76832137590734e+01°)
1.36772882559577e+01	(-7.42066752220875e+00dB,9.75502687337701e+01°)
1.37088176616477e+01	(-7.39760769443071e+00dB,9.74172726156508e+01°)
1.37404197501243e+01	(-7.37459256447763e+00dB,9.72842260514009e+01°)
1.37720946889386e+01	(-7.35162216126874e+00dB,9.71511296888187e+01°)
1.38038426460280e+01	(-7.32869651326856e+00dB,9.70179841767993e+01°)
1.38356637897170e+01	(-7.30581564848545e+00dB,9.68847901653181e+01°)
1.38675582887180e+01	(-7.28297959447060e+00dB,9.67515483054148e+01°)
1.38995263121327e+01	(-7.26018837831658e+00dB,9.66182592491762e+01°)
1.39315680294522e+01	(-7.23744202665622e+00dB,9.64849236497205e+01°)
1.39636836105585e+01	(-7.21474056566143e+00dB,9.63515421611801e+01°)
1.39958732257253e+01	(-7.19208402104199e+00dB,9.62181154386851e+01°)
1.40281370456187e+01	(-7.16947241804433e+00dB,9.60846441383465e+01°)
1.40604752412983e+01	(-7.14690578145049e+00dB,9.59511289172396e+01°)
1.40928879842179e+01	(-7.12438413557689e+00dB,9.58175704333869e+01°)
1.41253754462267e+01	(-7.10190750427328e+00dB,9.56839693457410e+01°)
1.41579377995699e+01	(-7.07947591092163e+00dB,9.55503263141683e+01°)
1.41905752168900e+01	(-7.05708937843503e+00dB,9.54166419994311e+01°)
1.42232878712273e+01	(-7.03474792925668e+00dB,9.52829170631712e+01°)
1.42560759360210e+01	(-7.01245158535880e+00dB,9.51491521678922e+01°)
1.42889395851101e+01	(-6.99020036824163e+00dB,9.50153479769424e+01°)
1.43218789927346e+01	(-6.96799429893244e+00dB,9.48815051544977e+01°)
1.43548943335357e+01	(-6.94583339798452e+00dB,9.47476243655441e+01°)
1.43879857825576e+01	(-6.92371768547622e+00dB,9.46137062758606e+01°)
1.44211535152478e+01	(-6.90164718101003e+00dB,9.44797515520010e+01°)
1.44543977074584e+01	(-6.87962190371162e+00dB,9.43457608612774e+01°)
1.44877185354467e+01	(-6.85764187222891e+00dB,9.42117348717417e+01°)
1.45211161758765e+01	(-6.83570710473126e+00dB,9.40776742521688e+01°)
1.45545908058188e+01	(-6.81381761890854e+00dB,9.39435796720385e+01°)
1.45881426027526e+01	(-6.79197343197019e+00dB,9.38094518015177e+01°)
1.46217717445663e+01	(-6.77017456064460e+00dB,9.36752913114431e+01°)
1.46554784095582e+01	(-6.74842102117811e+00dB,9.35410988733030e+01°)
1.46892627764378e+01	(-6.72671282933426e+00dB,9.34068751592197e+01°)
1.47231250243263e+01	(-6.70505000039307e+00dB,9.32726208419314e+01°)
1.47570653327580e+01	(-6.68343254915026e+00dB,9.31383365947746e+01°)
1.47910838816811e+01	(-6.66186048991642e+00dB,9.30040230916658e+01°)
1.48251808514586e+01	(-6.64033383651643e+00dB,9.28696810070839e+01°)
1.48593564228691e+01	(-6.61885260228866e+00dB,9.27353110160516e+01°)
1.48936107771082e+01	(-6.59741680008437e+00dB,9.26009137941179e+01°)
1.49279440957890e+01	(-6.57602644226696e+00dB,9.24664900173394e+01°)
1.49623565609434e+01	(-6.55468154071141e+00dB,9.23320403622628e+01°)
1.49968483550228e+01	(-6.53338210680364e+00dB,9.21975655059062e+01°)
1.50314196608993e+01	(-6.51212815143985e+00dB,9.20630661257410e+01°)
1.50660706618665e+01	(-6.49091968502603e+00dB,9.19285428996740e+01°)
1.51008015416405e+01	(-6.46975671747734e+00dB,9.17939965060284e+01°)
1.51356124843611e+01	(-6.44863925821760e+00dB,9.16594276235262e+01°)
1.51705036745924e+01	(-6.42756731617872e+00dB,9.15248369312694e+01°)
1.52054752973240e+01	(-6.40654089980030e+00dB,9.13902251087220e+01°)
1.52405275379719e+01	(-6.38556001702900e+00dB,9.12555928356913e+01°)
1.52756605823798e+01	(-6.36462467531824e+00dB,9.11209407923094e+01°)
1.53108746168193e+01	(-6.34373488162765e+00dB,9.09862696590153e+01°)
1.53461698279920e+01	(-6.32289064242269e+00dB,9.08515801165357e+01°)
1.53815464030294e+01	(-6.30209196367422e+00dB,9.07168728458670e+01°)
1.54170045294946e+01	(-6.28133885085818e+00dB,9.05821485282569e+01°)
1.54525443953832e+01	(-6.26063130895519e+00dB,9.04474078451853e+01°)
1.54881661891238e+01	(-6.23996934245017e+00dB,9.03126514783462e+01°)
1.55238700995798e+01	(-6.21935295533213e+00dB,9.01778801096292e+01°)
1.55596563160498e+01	(-6.19878215109379e+00dB,9.00430944211004e+01°)
1.55955250282685e+01	(-6.17825693273128e+00dB,8.99082950949845e+01°)
1.56314764264085e+01	(-6.15777730274396e+00dB,8.97734828136456e+01°)
1.56675107010805e+01	(-6.13734326313414e+00dB,8.96386582595689e+01°)
1.57036280433345e+01	(-6.11695481540689e+00dB,8.95038221153420e+01°)
1.57398286446612e+01	(-6.09661196056977e+00dB,8.93689750636362e+01°)
1.57761126969925e+01	(-6.07631469913274e+00dB,8.92341177871879e+01°)
1.58124803927028e+01	(-6.05606303110798e+00dB,8.90992509687799e+01°)
1.58489319246101e+01	(-6.03585695600973e+00dB,8.89643752912229e+01°)
1.58854674859768e+01	(-6.01569647285419e+00dB,8.88294914373365e+01°)
1.59220872705107e+01	(-5.99558158015943e+00dB,8.86946000899308e+01°)
1.59587914723663e+01	(-5.97551227594531e+00dB,8.85597019317878e+01°)
1.59955802861457e+01	(-5.95548855773345e+00dB,8.84247976456424e+01°)
1.60324539068994e+01	(-5.93551042254715e+00dB,8.82898879141638e+01°)
1.60694125301277e+01	(-5.91557786691144e+00dB,8.81549734199371e+01°)
1.61064563517817e+01	(-5.89569088685302e+00dB,8.80200548454443e+01°)
1.61435855682638e+01	(-5.87584947790035e+00dB,8.78851328730459e+01°)
1.61808003764296e+01	(-5.85605363508367e+00dB,8.77502081849621e+01°)
1.62181009735883e+01	(-5.83630335293505e+00dB,8.76152814632539e+01°)
1.62554875575038e+01	(-5.81659862548851e+00dB,8.74803533898049e+01°)
1.62929603263962e+01	(-5.79693944628017e+00dB,8.73454246463023e+01°)
1.63305194789423e+01	(-5.77732580834828e+00dB,8.72104959142185e+01°)
1.63681652142770e+01	(-5.75775770423342e+00dB,8.70755678747922e+01°)
1.64058977319943e+01	(-5.73823512597875e+00dB,8.69406412090102e+01°)
1.64437172321482e+01	(-5.71875806513006e+00dB,8.68057165975882e+01°)
1.64816239152540e+01	(-5.69932651273608e+00dB,8.66707947209529e+01°)
1.65196179822891e+01	(-5.67994045934869e+00dB,8.65358762592228e+01°)
1.65576996346942e+01	(-5.66059989502317e+00dB,8.64009618921901e+01°)
1.65958690743745e+01	(-5.64130480931846e+00dB,8.62660522993019e+01°)
1.66341265037006e+01	(-5.62205519129749e+00dB,8.61311481596417e+01°)
1.66724721255095e+01	(-5.60285102952745e+00dB,8.59962501519110e+01°)
1.67109061431060e+01	(-5.58369231208014e+00dB,8.58613589544108e+01°)
1.67494287602633e+01	(-5.56457902653236e+00dB,8.57264752450232e+01°)
1.67880401812245e+01	(-5.54551115996623e+00dB,8.55915997011927e+01°)
1.68267406107036e+01	(-5.52648869896960e+00dB,8.54567329999079e+01°)
1.68655302538863e+01	(-5.50751162963651e+00dB,8.53218758176836e+01°)
1.69044093164315e+01	(-5.48857993756756e+00dB,8.51870288305415e+01°)
1.69433780044722e+01	(-5.46969360787038e+00dB,8.50521927139927e+01°)
1.69824365246163e+01	(-5.45085262516015e+00dB,8.49173681430189e+01°)
1.70215850839484e+01	(-5.43205697356001e+00dB,8.47825557920546e+01°)
1.70608238900301e+01	(-5.41330663670169e+00dB,8.46477563349684e+01°)
1.71001531509018e+01	(-5.39460159772591e+00dB,8.45129704450449e+01°)
1.71395730750831e+01	(-5.37594183928302e+00dB,8.43781987949667e+01°)
1.71790838715748e+01	(-5.35732734353359e+00dB,8.42434420567962e+01°)
1.72186857498589e+01	(-5.33875809214895e+00dB,8.41087009019572e+01°)
1.72583789199009e+01	(-5.32023406631174e+00dB,8.39739760012176e+01°)
1.72981635921499e+01	(-5.30175524671673e+00dB,8.38392680246702e+01°)
1.73380399775402e+01	(-5.28332161357127e+00dB,8.37045776417160e+01°)
1.73780082874926e+01	(-5.26493314659613e+00dB,8.35699055210452e+01°)
1.74180687339150e+01	(-5.24658982502604e+00dB,8.34352523306199e+01°)
1.74582215292039e+01	(-5.22829162761048e+00dB,8.33006187376561e+01°)
1.74984668862454e+01	(-5.21003853261442e+00dB,8.31660054086058e+01°)
1.75388050184164e+01	(-5.19183051781901e+00dB,8.30314130091391e+01°)
1.75792361395858e+01	(-5.17366756052240e+00dB,8.28968422041268e+01°)
1.76197604641151e+01	(-5.15554963754050e+00dB,8.27622936576227e+01°)
1.76603782068605e+01	(-5.13747672520774e+00dB,8.26277680328456e+01°)
1.77010895831730e+01	(-5.11944879937798e+00dB,8.24932659921619e+01°)
1.77418948089005e+01	(-5.10146583542530e+00dB,8.23587881970683e+01°)
1.77827941003880e+01	(-5.08352780824484e+00dB,8.22243353081741e+01°)
1.78237876744797e+01	(-5.06563469225374e+00dB,8.20899079851835e+01°)
1.78648757485193e+01	(-5.04778646139196e+00dB,8.19555068868789e+01°)
1.79060585403517e+01	(-5.02998308912326e+00dB,8.18211326711030e+01°)
1.79473362683241e+01	(-5.01222454843610e+00dB,8.16867859947417e+01°)
1.79887091512867e+01	(-4.99451081184457e+00dB,8.15524675137071e+01°)
1.80301774085945e+01	(-4.97684185138941e+00dB,8.14181778829199e+01°)
1.80717412601081e+01	(-4.95921763863901e+00dB,8.12839177562928e+01°)
1.81134009261948e+01	(-4.94163814469030e+00dB,8.11496877867131e+01°)
1.81551566277301e+01	(-4.92410334016990e+00dB,8.10154886260258e+01°)
1.81970085860986e+01	(-4.90661319523508e+00dB,8.08813209250169e+01°)
1.82389570231952e+01	(-4.88916767957486e+00dB,8.07471853333963e+01°)
1.82810021614262e+01	(-4.87176676241111e+00dB,8.06130824997811e+01°)
1.83231442237109e+01	(-4.85441041249954e+00dB,8.04790130716790e+01°)
1.83653834334822e+01	(-4.83709859813092e+00dB,8.03449776954713e+01°)
1.84077200146883e+01	(-4.81983128713216e+00dB,8.02109770163969e+01°)
1.84501541917935e+01	(-4.80260844686741e+00dB,8.00770116785349e+01°)
1.84926861897795e+01	(-4.78543004423934e+00dB,7.99430823247890e+01°)
1.85353162341469e+01	(-4.76829604569020e+00dB,7.98091895968708e+01°)
1.85780445509157e+01	(-4.75120641720307e+00dB,7.96753341352833e+01°)
1.86208713666274e+01	(-4.73416112430306e+00dB,7.95415165793047e+01°)
1.86637969083454e+01	(-4.71716013205855e+00dB,7.94077375669727e+01°)
1.87068214036567e+01	(-4.70020340508241e+00dB,7.92739977350677e+01°)
1.87499450806729e+01	(-4.68329090753331e+00dB,7.91402977190973e+01°)
1.87931681680314e+01	(-4.66642260311691e+00dB,7.90066381532799e+01°)
1.88364908948967e+01	(-4.64959845508725e+00dB,7.88730196705293e+01°)
1.88799134909616e+01	(-4.63281842624800e+00dB,7.87394429024386e+01°)
1.89234361864485e+01	(-4.61608247895379e+00dB,7.86059084792645e+01°)
1.89670592121102e+01	(-4.59939057511159e+00dB,7.84724170299118e+01°)
1.90107827992317e+01	(-4.58274267618199e+00dB,7.83389691819178e+01°)
1.90546071796312e+01	(-4.56613874318066e+00dB,7.82055655614364e+01°)
1.90985325856611e+01	(-4.54957873667968e+00dB,7.80722067932233e+01°)
1.91425592502095e+01	(-4.53306261680896e+00dB,7.79388935006204e+01°)
1.91866874067016e+01	(-4.51659034325766e+00dB,7.78056263055405e+01°)
1.92309172891003e+01	(-4.50016187527560e+00dB,7.76724058284524e+01°)
1.92752491319080e+01	(-4.48377717167475e+00dB,7.75392326883652e+01°)
1.93196831701679e+01	(-4.46743619083064e+00dB,7.74061075028141e+01°)
1.93642196394647e+01	(-4.45113889068389e+00dB,7.72730308878451e+01°)
1.94088587759264e+01	(-4.43488522874166e+00dB,7.71400034580000e+01°)
1.94536008162253e+01	(-4.41867516207917e+00dB,7.70070258263020e+01°)
1.94984459975791e+01	(-4.40250864734122e+00dB,7.68740986042410e+01°)
1.95433945577526e+01	(-4.38638564074373e+00dB,7.67412224017588e+01°)
1.95884467350586e+01	(-4.37030609807528e+00dB,7.66083978272349e+01°)
1.96336027683591e+01	(-4.35426997469865e+00dB,7.64756254874718e+01°)
1.96788628970671e+01	(-4.33827722555247e+00dB,7.63429059876812e+01°)
1.97242273611472e+01	(-4.32232780515271e+00dB,7.62102399314693e+01°)
1.97696964011172e+01	(-4.30642166759433e+00dB,7.60776279208231e+01°)
1.98152702580496e+01	(-4.29055876655289e+00dB,7.59450705560959e+01°)
1.98609491735723e+01	(-4.27473905528623e+00dB,7.58125684359939e+01°)
1.99067333898705e+01	(-4.25896248663601e+00dB,7.56801221575621e+01°)
1.99526231496874e+01	(-4.24322901302943e+00dB,7.55477323161705e+01°)
1.99986186963261e+01	(-4.22753858648089e+00dB,7.54153995055006e+01°)
2.00447202736502e+01	(-4.21189115859368e+00dB,7.52831243175317e+01°)
2.00909281260859e+01	(-4.19628668056162e+00dB,7.51509073425278e+01°)
2.01372424986225e+01	(-4.18072510317082e+00dB,7.50187491690237e+01°)
2.01836636368142e+01	(-4.16520637680136e+00dB,7.48866503838123e+01°)
2.02301917867813e+01	(-4.14973045142905e+00dB,7.47546115719311e+01°)
2.02768271952114e+01	(-4.13429727662714e+00dB,7.46226333166490e+01°)
2.03235701093608e+01	(-4.11890680156811e+00dB,7.44907161994540e+01°)
2.03704207770558e+01	(-4.10355897502535e+00dB,7.43588608000394e+01°)
2.04173794466939e+01	(-4.08825374537507e+00dB,7.42270676962920e+01°)
2.04644463672453e+01	(-4.07299106059792e+00dB,7.40953374642787e+01°)
2.05116217882542e+01	(-4.05777086828096e+00dB,7.39636706782342e+01°)
2.05589059598400e+01	(-4.04259311561932e+00dB,7.38320679105486e+01°)
2.06062991326986e+01	(-4.02745774941811e+00dB,7.37005297317550e+01°)
2.06538015581038e+01	(-4.01236471609419e+00dB,7.35690567105173e+01°)
2.07014134879090e+01	(-3.99731396167806e+00dB,7.34376494136179e+01°)
2.07491351745476e+01	(-3.98230543181572e+00dB,7.33063084059457e+01°)
2.07969668710355e+01	(-3.96733907177043e+00dB,7.31750342504843e+01°)
2.08449088309714e+01	(-3.95241482642467e+00dB,7.30438275082999e+01°)
2.08929613085389e+01	(-3.93753264028203e+00dB,7.29126887385299e+01°)
2.09411245585075e+01	(-3.92269245746904e+00dB,7.27816184983708e+01°)
2.09893988362338e+01	(-3.90789422173711e+00dB,7.26506173430672e+01°)
2.10377843976633e+01	(-3.89313787646441e+00dB,7.25196858259001e+01°)
2.10862814993314e+01	(-3.87842336465780e+00dB,7.23888244981754e+01°)
2.11348903983650e+01	(-3.86375062895476e+00dB,7.22580339092131e+01°)
2.11836113524835e+01	(-3.84911961162536e+00dB,7.21273146063359e+01°)
2.12324446200007e+01	(-3.83453025457409e+00dB,7.19966671348583e+01°)
2.12813904598256e+01	(-3.81998249934198e+00dB,7.18660920380760e+01°)
2.13304491314643e+01	(-3.80547628710842e+00dB,7.17355898572544e+01°)
2.13796208950208e+01	(-3.79101155869321e+00dB,7.16051611316186e+01°)
2.14289060111991e+01	(-3.77658825455848e+00dB,7.14748063983426e+01°)
2.14783047413038e+01	(-3.76220631481071e+00dB,7.13445261925389e+01°)
2.15278173472422e+01	(-3.74786567920277e+00dB,7.12143210472479e+01°)
2.15774440915251e+01	(-3.73356628713579e+00dB,7.10841914934281e+01°)
2.16271852372687e+01	(-3.71930807766135e+00dB,7.09541380599457e+01°)
2.16770410481954e+01	(-3.70509098948330e+00dB,7.08241612735646e+01°)
2.17270117886359e+01	(-3.69091496095992e+00dB,7.06942616589364e+01°)
2.17770977235300e+01	(-3.67677993010595e+00dB,7.05644397385910e+01°)
2.18272991184285e+01	(-3.66268583459450e+00dB,7.04346960329264e+01°)
2.18776162394940e+01	(-3.64863261175928e+00dB,7.03050310601996e+01°)
2.19280493535029e+01	(-3.63462019859648e+00dB,7.01754453365167e+01°)
2.19785987278467e+01	(-3.62064853176692e+00dB,7.00459393758239e+01°)
2.20292646305330e+01	(-3.60671754759810e+00dB,6.99165136898981e+01°)
2.20800473301874e+01	(-3.59282718208627e+00dB,6.97871687883376e+01°)
2.21309470960548e+01	(-3.57897737089848e+00dB,6.96579051785536e+01°)
2.21819641980006e+01	(-3.56516804937468e+00dB,6.95287233657607e+01°)
2.22330989065124e+01	(-3.55139915252980e+00dB,6.93996238529686e+01°)
2.22843514927014e+01	(-3.53767061505588e+00dB,6.92706071409729e+01°)
2.23357222283037e+01	(-3.52398237132409e+00dB,6.91416737283471e+01°)
2.23872113856818e+01	(-3.51033435538691e+00dB,6.90128241114337e+01°)
2.24388192378260e+01	(-3.49672650098017e+00dB,6.88840587843361e+01°)
2.24905460583562e+01	(-3.48315874152525e+00dB,6.87553782389103e+01°)
2.25423921215227e+01	(-3.46963101013110e+00dB,6.86267829647567e+01°)
2.25943577022081e+01	(-3.45614323959641e+00dB,6.84982734492121e+01°)
2.26464430759290e+01	(-3.44269536241176e+00dB,6.83698501773421e+01°)
2.26986485188366e+01	(-3.42928731076167e+00dB,6.82415136319328e+01°)
2.27509743077191e+01	(-3.41591901652685e+00dB,6.81132642934836e+01°)
2.28034207200025e+01	(-3.40259041128622e+00dB,6.79851026401995e+01°)
2.28559880337526e+01	(-3.38930142631914e+00dB,6.78570291479833e+01°)
2.29086765276761e+01	(-3.37605199260749e+00dB,6.77290442904290e+01°)
2.29614864811220e+01	(-3.36284204083788e+00dB,6.76011485388140e+01°)
2.30144181740834e+01	(-3.34967150140375e+00dB,6.74733423620919e+01°)
2.30674718871990e+01	(-3.33654030440758e+00dB,6.73456262268861e+01°)
2.31206479017543e+01	(-3.32344837966296e+00dB,6.72180005974825e+01°)
2.31739464996831e+01	(-3.31039565669686e+00dB,6.70904659358227e+01°)
2.32273679635694e+01	(-3.29738206475169e+00dB,6.69630227014975e+01°)
2.32809125766484e+01	(-3.28440753278756e+00dB,6.68356713517405e+01°)
2.33345806228083e+01	(-3.27147198948437e+00dB,6.67084123414211e+01°)
2.33883723865918e+01	(-3.25857536324405e+00dB,6.65812461230390e+01°)
2.34422881531975e+01	(-3.24571758219266e+00dB,6.64541731467172e+01°)
2.34963282084814e+01	(-3.23289857418264e+00dB,6.63271938601965e+01°)
2.35504928389584e+01	(-3.22011826679491e+00dB,6.62003087088292e+01°)
2.36047823318040e+01	(-3.20737658734109e+00dB,6.60735181355732e+01°)
2.36591969748558e+01	(-3.19467346286574e+00dB,6.59468225809865e+01°)
2.37137370566148e+01	(-3.18200882014838e+00dB,6.58202224832213e+01°)
2.37684028662470e+01	(-3.16938258570584e+00dB,6.56937182780187e+01°)
