Freq.	V(vout)
1.77418948088995e+02	(2.98494317051604e+00dB,-1.04359567322066e+01°)
1.77827941003871e+02	(3.00099613483967e+00dB,-1.05485974669410e+01°)
1.78237876744788e+02	(3.01713357188283e+00dB,-1.06618215568362e+01°)
1.78648757485184e+02	(3.03335594278911e+00dB,-1.07756358198813e+01°)
1.79060585403508e+02	(3.04966370925626e+00dB,-1.08900471630201e+01°)
1.79473362683231e+02	(3.06605733346212e+00dB,-1.10050625835137e+01°)
1.79887091512857e+02	(3.08253727798771e+00dB,-1.11206891703247e+01°)
1.80301774085935e+02	(3.09910400573712e+00dB,-1.12369341055242e+01°)
1.80717412601071e+02	(3.11575797985425e+00dB,-1.13538046657202e+01°)
1.81134009261938e+02	(3.13249966363629e+00dB,-1.14713082235102e+01°)
1.81551566277292e+02	(3.14932952044377e+00dB,-1.15894522489560e+01°)
1.81970085860976e+02	(3.16624801360707e+00dB,-1.17082443110823e+01°)
1.82389570231942e+02	(3.18325560632938e+00dB,-1.18276920793989e+01°)
1.82810021614252e+02	(3.20035276158591e+00dB,-1.19478033254473e+01°)
1.83231442237099e+02	(3.21753994201916e+00dB,-1.20685859243711e+01°)
1.83653834334812e+02	(3.23481760983017e+00dB,-1.21900478565122e+01°)
1.84077200146873e+02	(3.25218622666586e+00dB,-1.23121972090306e+01°)
1.84501541917925e+02	(3.26964625350188e+00dB,-1.24350421775514e+01°)
1.84926861897785e+02	(3.28719815052111e+00dB,-1.25585910678350e+01°)
1.85353162341459e+02	(3.30484237698781e+00dB,-1.26828522974758e+01°)
1.85780445509147e+02	(3.32257939111676e+00dB,-1.28078343976254e+01°)
1.86208713666264e+02	(3.34040964993783e+00dB,-1.29335460147435e+01°)
1.86637969083444e+02	(3.35833360915544e+00dB,-1.30599959123748e+01°)
1.87068214036557e+02	(3.37635172300289e+00dB,-1.31871929729535e+01°)
1.87499450806719e+02	(3.39446444409131e+00dB,-1.33151461996357e+01°)
1.87931681680304e+02	(3.41267222325318e+00dB,-1.34438647181582e+01°)
1.88364908948957e+02	(3.43097550938016e+00dB,-1.35733577787270e+01°)
1.88799134909606e+02	(3.44937474925502e+00dB,-1.37036347579328e+01°)
1.89234361864475e+02	(3.46787038737755e+00dB,-1.38347051606960e+01°)
1.89670592121092e+02	(3.48646286578429e+00dB,-1.39665786222392e+01°)
1.90107827992307e+02	(3.50515262386163e+00dB,-1.40992649100906e+01°)
1.90546071796302e+02	(3.52394009815251e+00dB,-1.42327739261149e+01°)
1.90985325856601e+02	(3.54282572215601e+00dB,-1.43671157085750e+01°)
1.91425592502085e+02	(3.56180992612009e+00dB,-1.45023004342221e+01°)
1.91866874067006e+02	(3.58089313682679e+00dB,-1.46383384204178e+01°)
1.92309172890992e+02	(3.60007577737010e+00dB,-1.47752401272837e+01°)
1.92752491319070e+02	(3.61935826692586e+00dB,-1.49130161598833e+01°)
1.93196831701669e+02	(3.63874102051376e+00dB,-1.50516772704332e+01°)
1.93642196394637e+02	(3.65822444875094e+00dB,-1.51912343605457e+01°)
1.94088587759254e+02	(3.67780895759714e+00dB,-1.53316984835010e+01°)
1.94536008162243e+02	(3.69749494809098e+00dB,-1.54730808465508e+01°)
1.94984459975781e+02	(3.71728281607710e+00dB,-1.56153928132530e+01°)
1.95433945577516e+02	(3.73717295192395e+00dB,-1.57586459058363e+01°)
1.95884467350575e+02	(3.75716574023192e+00dB,-1.59028518075970e+01°)
1.96336027683581e+02	(3.77726155953137e+00dB,-1.60480223653248e+01°)
1.96788628970660e+02	(3.79746078197043e+00dB,-1.61941695917615e+01°)
1.97242273611461e+02	(3.81776377299216e+00dB,-1.63413056680888e+01°)
1.97696964011162e+02	(3.83817089100075e+00dB,-1.64894429464476e+01°)
1.98152702580486e+02	(3.85868248701637e+00dB,-1.66385939524874e+01°)
1.98609491735713e+02	(3.87929890431831e+00dB,-1.67887713879465e+01°)
1.99067333898694e+02	(3.90002047807628e+00dB,-1.69399881332618e+01°)
1.99526231496863e+02	(3.92084753496904e+00dB,-1.70922572502077e+01°)
1.99986186963250e+02	(3.94178039279047e+00dB,-1.72455919845667e+01°)
2.00447202736492e+02	(3.96281936004232e+00dB,-1.74000057688270e+01°)
2.00909281260848e+02	(3.98396473551345e+00dB,-1.75555122249091e+01°)
2.01372424986214e+02	(4.00521680784491e+00dB,-1.77121251669222e+01°)
2.01836636368131e+02	(4.02657585508086e+00dB,-1.78698586039465e+01°)
2.02301917867802e+02	(4.04804214420420e+00dB,-1.80287267428430e+01°)
2.02768271952103e+02	(4.06961593065732e+00dB,-1.81887439910908e+01°)
2.03235701093597e+02	(4.09129745784659e+00dB,-1.83499249596488e+01°)
2.03704207770547e+02	(4.11308695663095e+00dB,-1.85122844658426e+01°)
2.04173794466928e+02	(4.13498464479335e+00dB,-1.86758375362767e+01°)
2.04644463672442e+02	(4.15699072649528e+00dB,-1.88405994097672e+01°)
2.05116217882531e+02	(4.17910539171317e+00dB,-1.90065855402988e+01°)
2.05589059598389e+02	(4.20132881565659e+00dB,-1.91738116000019e+01°)
2.06062991326975e+02	(4.22366115816756e+00dB,-1.93422934821486e+01°)
2.06538015581027e+02	(4.24610256310034e+00dB,-1.95120473041674e+01°)
2.07014134879079e+02	(4.26865315768129e+00dB,-1.96830894106750e+01°)
2.07491351745465e+02	(4.29131305184789e+00dB,-1.98554363765230e+01°)
2.07969668710344e+02	(4.31408233756690e+00dB,-2.00291050098573e+01°)
2.08449088309703e+02	(4.33696108813024e+00dB,-2.02041123551904e+01°)
2.08929613085378e+02	(4.35994935742870e+00dB,-2.03804756964829e+01°)
2.09411245585063e+02	(4.38304717920238e+00dB,-2.05582125602317e+01°)
2.09893988362326e+02	(4.40625456626734e+00dB,-2.07373407185645e+01°)
2.10377843976621e+02	(4.42957150971780e+00dB,-2.09178781923372e+01°)
2.10862814993303e+02	(4.45299797810305e+00dB,-2.10998432542307e+01°)
2.11348903983638e+02	(4.47653391657866e+00dB,-2.12832544318459e+01°)
2.11836113524824e+02	(4.50017924603089e+00dB,-2.14681305107933e+01°)
2.12324446199996e+02	(4.52393386217382e+00dB,-2.16544905377736e+01°)
2.12813904598245e+02	(4.54779763461833e+00dB,-2.18423538236467e+01°)
2.13304491314631e+02	(4.57177040591220e+00dB,-2.20317399464852e+01°)
2.13796208950197e+02	(4.59585199055053e+00dB,-2.22226687546092e+01°)
2.14289060111979e+02	(4.62004217395570e+00dB,-2.24151603695964e+01°)
2.14783047413027e+02	(4.64434071142596e+00dB,-2.26092351892666e+01°)
2.15278173472410e+02	(4.66874732705192e+00dB,-2.28049138906329e+01°)
2.15774440915240e+02	(4.69326171260010e+00dB,-2.30022174328166e+01°)
2.16271852372675e+02	(4.71788352636263e+00dB,-2.32011670599201e+01°)
2.16770410481942e+02	(4.74261239197222e+00dB,-2.34017843038534e+01°)
2.17270117886347e+02	(4.76744789718152e+00dB,-2.36040909871063e+01°)
2.17770977235289e+02	(4.79238959260609e+00dB,-2.38081092254634e+01°)
2.18272991184273e+02	(4.81743699042990e+00dB,-2.40138614306530e+01°)
2.18776162394928e+02	(4.84258956307254e+00dB,-2.42213703129241e+01°)
2.19280493535017e+02	(4.86784674181731e+00dB,-2.44306588835454e+01°)
2.19785987278455e+02	(4.89320791539900e+00dB,-2.46417504572173e+01°)
2.20292646305318e+02	(4.91867242855066e+00dB,-2.48546686543902e+01°)
2.20800473301862e+02	(4.94423958050840e+00dB,-2.50694374034807e+01°)
2.21309470960536e+02	(4.96990862347313e+00dB,-2.52860809429756e+01°)
2.21819641979994e+02	(4.99567876102839e+00dB,-2.55046238234177e+01°)
2.22330989065112e+02	(5.02154914651333e+00dB,-2.57250909092606e+01°)
2.22843514927002e+02	(5.04751888134989e+00dB,-2.59475073805837e+01°)
2.23357222283025e+02	(5.07358701332323e+00dB,-2.61718987346581e+01°)
2.23872113856806e+02	(5.09975253481441e+00dB,-2.63982907873487e+01°)
2.24388192378248e+02	(5.12601438098458e+00dB,-2.66267096743461e+01°)
2.24905460583550e+02	(5.15237142790954e+00dB,-2.68571818522103e+01°)
2.25423921215215e+02	(5.17882249066383e+00dB,-2.70897340992185e+01°)
2.25943577022069e+02	(5.20536632135385e+00dB,-2.73243935159988e+01°)
2.26464430759277e+02	(5.23200160709826e+00dB,-2.75611875259411e+01°)
2.26986485188354e+02	(5.25872696795599e+00dB,-2.78001438753648e+01°)
2.27509743077178e+02	(5.28554095480002e+00dB,-2.80412906334321e+01°)
2.28034207200013e+02	(5.31244204713675e+00dB,-2.82846561917889e+01°)
2.28559880337514e+02	(5.33942865087016e+00dB,-2.85302692639172e+01°)
2.29086765276748e+02	(5.36649909600987e+00dB,-2.87781588841808e+01°)
2.29614864811207e+02	(5.39365163432261e+00dB,-2.90283544065459e+01°)
2.30144181740822e+02	(5.42088443692650e+00dB,-2.92808855029593e+01°)
2.30674718871978e+02	(5.44819559182769e+00dB,-2.95357821613603e+01°)
2.31206479017530e+02	(5.47558310139861e+00dB,-2.97930746833119e+01°)
2.31739464996819e+02	(5.50304487979788e+00dB,-3.00527936812215e+01°)
2.32273679635681e+02	(5.53057875033130e+00dB,-3.03149700751364e+01°)
2.32809125766471e+02	(5.55818244275370e+00dB,-3.05796350890858e+01°)
2.33345806228071e+02	(5.58585359051171e+00dB,-3.08468202469470e+01°)
2.33883723865906e+02	(5.61358972792729e+00dB,-3.11165573678103e+01°)
2.34422881531963e+02	(5.64138828732223e+00dB,-3.13888785608160e+01°)
2.34963282084801e+02	(5.66924659608382e+00dB,-3.16638162194383e+01°)
2.35504928389571e+02	(5.69716187367207e+00dB,-3.19414030151842e+01°)
2.36047823318028e+02	(5.72513122856896e+00dB,-3.22216718906839e+01°)
2.36591969748546e+02	(5.75315165517054e+00dB,-3.25046560521372e+01°)
2.37137370566135e+02	(5.78122003062251e+00dB,-3.27903889610899e+01°)
2.37684028662458e+02	(5.80933311160053e+00dB,-3.30789043255042e+01°)
2.38231946935839e+02	(5.83748753103648e+00dB,-3.33702360900931e+01°)
2.38781128291287e+02	(5.86567979479187e+00dB,-3.36644184258839e+01°)
2.39331575640508e+02	(5.89390627828046e+00dB,-3.39614857189760e+01°)
2.39883291901919e+02	(5.92216322304161e+00dB,-3.42614725584580e+01°)
2.40436280000663e+02	(5.95044673326680e+00dB,-3.45644137234465e+01°)
2.40990542868629e+02	(5.97875277228184e+00dB,-3.48703441692100e+01°)
2.41546083444463e+02	(6.00707715898699e+00dB,-3.51792990123399e+01°)
2.42102904673587e+02	(6.03541556425888e+00dB,-3.54913135149276e+01°)
2.42661009508211e+02	(6.06376350731664e+00dB,-3.58064230677109e+01°)
2.43220400907351e+02	(6.09211635205683e+00dB,-3.61246631721464e+01°)
2.43781081836844e+02	(6.12046930336064e+00dB,-3.64460694213683e+01°)
2.44343055269366e+02	(6.14881740337809e+00dB,-3.67706774799917e+01°)
2.44906324184443e+02	(6.17715552779415e+00dB,-3.70985230627171e+01°)
2.45470891568472e+02	(6.20547838208188e+00dB,-3.74296419116960e+01°)
2.46036760414731e+02	(6.23378049774860e+00dB,-3.77640697726113e+01°)
2.46603933723402e+02	(6.26205622858083e+00dB,-3.81018423694338e+01°)
2.47172414501581e+02	(6.29029974689544e+00dB,-3.84429953778069e+01°)
2.47742205763297e+02	(6.31850503980335e+00dB,-3.87875643970222e+01°)
2.48313310529525e+02	(6.34666590549432e+00dB,-3.91355849205372e+01°)
2.48885731828207e+02	(6.37477594955056e+00dB,-3.94870923049991e+01°)
2.49459472694264e+02	(6.40282858129815e+00dB,-3.98421217377291e+01°)
2.50034536169611e+02	(6.43081701020594e+00dB,-4.02007082026283e+01°)
2.50610925303179e+02	(6.45873424234170e+00dB,-4.05628864444647e+01°)
2.51188643150926e+02	(6.48657307689649e+00dB,-4.09286909315041e+01°)
2.51767692775853e+02	(6.51432610278817e+00dB,-4.12981558164483e+01°)
2.52348077248025e+02	(6.54198569535650e+00dB,-4.16713148956445e+01°)
2.52929799644582e+02	(6.56954401316225e+00dB,-4.20482015665341e+01°)
2.53512863049758e+02	(6.59699299490378e+00dB,-4.24288487833113e+01°)
2.54097270554898e+02	(6.62432435646496e+00dB,-4.28132890107627e+01°)
2.54683025258471e+02	(6.65152958810939e+00dB,-4.32015541762647e+01°)
2.55270130266092e+02	(6.67859995183639e+00dB,-4.35936756199182e+01°)
2.55858588690532e+02	(6.70552647891487e+00dB,-4.39896840428019e+01°)
2.56448403651739e+02	(6.73229996761182e+00dB,-4.43896094533339e+01°)
2.57039578276853e+02	(6.75891098113346e+00dB,-4.47934811117327e+01°)
2.57632115700224e+02	(6.78534984579691e+00dB,-4.52013274725749e+01°)
2.58226019063426e+02	(6.81160664945145e+00dB,-4.56131761254547e+01°)
2.58821291515276e+02	(6.83767124016941e+00dB,-4.60290537337500e+01°)
2.59417936211848e+02	(6.86353322522631e+00dB,-4.64489859715170e+01°)
2.60015956316494e+02	(6.88918197039181e+00dB,-4.68729974585305e+01°)
2.60615354999856e+02	(6.91460659955226e+00dB,-4.73011116935060e+01°)
2.61216135439887e+02	(6.93979599468756e+00dB,-4.77333509855381e+01°)
2.61818300821865e+02	(6.96473879622409e+00dB,-4.81697363838058e+01°)
2.62421854338410e+02	(6.98942340378722e+00dB,-4.86102876056012e+01°)
2.63026799189504e+02	(7.01383797737617e+00dB,-4.90550229627459e+01°)
2.63633138582504e+02	(7.03797043898488e+00dB,-4.95039592864776e+01°)
2.64240875732160e+02	(7.06180847469257e+00dB,-4.99571118508886e+01°)
2.64850013860636e+02	(7.08533953724822e+00dB,-5.04144942950198e+01°)
2.65460556197520e+02	(7.10855084917173e+00dB,-5.08761185437203e+01°)
2.66072505979847e+02	(7.13142940639656e+00dB,-5.13419947273958e+01°)
2.66685866452113e+02	(7.15396198247663e+00dB,-5.18121311007819e+01°)
2.67300640866296e+02	(7.17613513338082e+00dB,-5.22865339608916e+01°)
2.67916832481868e+02	(7.19793520289757e+00dB,-5.27652075642998e+01°)
2.68534444565816e+02	(7.21934832867128e+00dB,-5.32481540439430e+01°)
2.69153480392657e+02	(7.24036044889214e+00dB,-5.37353733256200e+01°)
2.69773943244457e+02	(7.26095730965895e+00dB,-5.42268630444031e+01°)
2.70395836410849e+02	(7.28112447303406e+00dB,-5.47226184611759e+01°)
2.71019163189049e+02	(7.30084732580834e+00dB,-5.52226323795303e+01°)
2.71643926883873e+02	(7.32011108899140e+00dB,-5.57268950632707e+01°)
2.72270130807756e+02	(7.33890082804243e+00dB,-5.62353941547852e+01°)
2.72897778280769e+02	(7.35720146385328e+00dB,-5.67481145945591e+01°)
2.73526872630636e+02	(7.37499778449415e+00dB,-5.72650385421160e+01°)
2.74157417192753e+02	(7.39227445772970e+00dB,-5.77861452986894e+01°)
2.74789415310204e+02	(7.40901604431110e+00dB,-5.83114112319350e+01°)
2.75422870333781e+02	(7.42520701204622e+00dB,-5.88408097030044e+01°)
2.76057785621999e+02	(7.44083175064733e+00dB,-5.93743109963188e+01°)
2.76694164541115e+02	(7.45587458735296e+00dB,-5.99118822523783e+01°)
2.77332010465148e+02	(7.47031980331631e+00dB,-6.04534874039608e+01°)
2.77971326775893e+02	(7.48415165074985e+00dB,-6.09990871160651e+01°)
2.78612116862941e+02	(7.49735437081127e+00dB,-6.15486387299574e+01°)
2.79254384123697e+02	(7.50991221221268e+00dB,-6.21020962116883e+01°)
2.79898131963400e+02	(7.52180945053012e+00dB,-6.26594101054405e+01°)
2.80543363795135e+02	(7.53303040818688e+00dB,-6.32205274920766e+01°)
2.81190083039857e+02	(7.54355947507956e+00dB,-6.37853919532427e+01°)
2.81838293126409e+02	(7.55338112981121e+00dB,-6.43539435413870e+01°)
2.82487997491534e+02	(7.56247996149189e+00dB,-6.49261187560404e+01°)
2.83139199579901e+02	(7.57084069206195e+00dB,-6.55018505266976e+01°)
2.83791902844119e+02	(7.57844819908933e+00dB,-6.60810682026225e+01°)
2.84446110744754e+02	(7.58528753898765e+00dB,-6.66636975498894e+01°)
2.85101826750354e+02	(7.59134397059711e+00dB,-6.72496607559529e+01°)
2.85759054337457e+02	(7.59660297906671e+00dB,-6.78388764420146e+01°)
2.86417796990621e+02	(7.60105029997144e+00dB,-6.84312596834382e+01°)
2.87078058202431e+02	(7.60467194359518e+00dB,-6.90267220384332e+01°)
2.87739841473529e+02	(7.60745421930504e+00dB,-6.96251715852012e+01°)
2.88403150312623e+02	(7.60938375994096e+00dB,-7.02265129677068e+01°)
2.89067988236510e+02	(7.61044754614055e+00dB,-7.08306474502023e+01°)
2.89734358770094e+02	(7.61063293051648e+00dB,-7.14374729805995e+01°)
2.90402265446407e+02	(7.60992766160171e+00dB,-7.20468842627426e+01°)
2.91071711806622e+02	(7.60831990747613e+00dB,-7.26587728376000e+01°)
2.91742701400078e+02	(7.60579827898587e+00dB,-7.32730271733469e+01°)
2.92415237784295e+02	(7.60235185246769e+00dB,-7.38895327642711e+01°)
2.93089324524994e+02	(7.59797019188793e+00dB,-7.45081722383904e+01°)
2.93764965196114e+02	(7.59264337030800e+00dB,-7.51288254736233e+01°)
2.94442163379837e+02	(7.58636199058730e+00dB,-7.57513697223133e+01°)
2.95120922666600e+02	(7.57911720523810e+00dB,-7.63756797438571e+01°)
2.95801246655116e+02	(7.57090073534592e+00dB,-7.70016279451487e+01°)
2.96483138952395e+02	(7.56170488847482e+00dB,-7.76290845284998e+01°)
2.97166603173763e+02	(7.55152257547671e+00dB,-7.82579176466613e+01°)
2.97851642942880e+02	(7.54034732613108e+00dB,-7.88879935645242e+01°)
2.98538261891757e+02	(7.52817330354273e+00dB,-7.95191768270384e+01°)
2.99226463660779e+02	(7.51499531723191e+00dB,-8.01513304328558e+01°)
2.99916251898725e+02	(7.50080883485601e+00dB,-8.07843160131599e+01°)
3.00607630262783e+02	(7.48560999250752e+00dB,-8.14179940151216e+01°)
3.01300602418572e+02	(7.46939560353970e+00dB,-8.20522238893855e+01°)
3.01995172040162e+02	(7.45216316587786e+00dB,-8.26868642809675e+01°)
3.02691342810090e+02	(7.43391086778110e+00dB,-8.33217732229227e+01°)
3.03389118419387e+02	(7.41463759202709e+00dB,-8.39568083321268e+01°)
3.04088502567588e+02	(7.39434291849874e+00dB,-8.45918270064959e+01°)
3.04789498962758e+02	(7.37302712516172e+00dB,-8.52266866229667e+01°)
3.05492111321511e+02	(7.35069118742662e+00dB,-8.58612447355468e+01°)
3.06196343369027e+02	(7.32733677589947e+00dB,-8.64953592727531e+01°)
3.06902198839075e+02	(7.30296625253194e+00dB,-8.71288887337499e+01°)
3.07609681474030e+02	(7.27758266518891e+00dB,-8.77616923825173e+01°)
3.08318795024894e+02	(7.25118974066054e+00dB,-8.83936304393851e+01°)
3.09029543251318e+02	(7.22379187615159e+00dB,-8.90245642692879e+01°)
3.09741929921617e+02	(7.19539412928945e+00dB,-8.96543565661186e+01°)
3.10455958812794e+02	(7.16600220669728e+00dB,-9.02828715325780e+01°)
3.11171633710560e+02	(7.13562245118689e+00dB,-9.09099750549547e+01°)
3.11888958409352e+02	(7.10426182763045e+00dB,-9.15355348722884e+01°)
3.12607936712354e+02	(7.07192790757663e+00dB,-9.21594207394183e+01°)
3.13328572431517e+02	(7.03862885268070e+00dB,-9.27815045834444e+01°)
3.14050869387580e+02	(7.00437339702342e+00dB,-9.34016606531736e+01°)
3.14774831410090e+02	(6.96917082839753e+00dB,-9.40197656611655e+01°)
3.15500462337421e+02	(6.93303096864229e+00dB,-9.46356989180285e+01°)
3.16227766016796e+02	(6.89596415311178e+00dB,-9.52493424586698e+01°)
3.16956746304307e+02	(6.85798120936288e+00dB,-9.58605811602406e+01°)
3.17687407064935e+02	(6.81909343514980e+00dB,-9.64693028515663e+01°)
3.18419752172570e+02	(6.77931257581648e+00dB,-9.70753984138938e+01°)
3.19153785510034e+02	(6.73865080117320e+00dB,-9.76787618728366e+01°)
3.19889510969097e+02	(6.69712068194882e+00dB,-9.82792904814390e+01°)
3.20626932450504e+02	(6.65473516590508e+00dB,-9.88768847943239e+01°)
3.21366053863989e+02	(6.61150755370106e+00dB,-9.94714487329323e+01°)
3.22106879128300e+02	(6.56745147459261e+00dB,-1.00062889641902e+02°)
3.22849412171220e+02	(6.52258086204970e+00dB,-1.00651118336667e+02°)
3.23593656929585e+02	(6.47690992937236e+00dB,-1.01236049142410e+02°)
3.24339617349306e+02	(6.43045314538258e+00dB,-1.01817599924501e+02°)
3.25087297385391e+02	(6.38322521026643e+00dB,-1.02395692110642e+02°)
3.25836701001965e+02	(6.33524103163676e+00dB,-1.02970250704901e+02°)
3.26587832172292e+02	(6.28651570088412e+00dB,-1.03541204293900e+02°)
3.27340694878794e+02	(6.23706446987716e+00dB,-1.04108485045415e+02°)
3.28095293113075e+02	(6.18690272807275e+00dB,-1.04672028699679e+02°)
3.28851630875939e+02	(6.13604598008869e+00dB,-1.05231774553690e+02°)
3.29609712177413e+02	(6.08450982378959e+00dB,-1.05787665438853e+02°)
3.30369541036770e+02	(6.03230992893122e+00dB,-1.06339647692284e+02°)
3.31131121482547e+02	(5.97946201640364e+00dB,-1.06887671122132e+02°)
3.31894457552566e+02	(5.92598183811027e+00dB,-1.07431688967261e+02°)
3.32659553293960e+02	(5.87188515751436e+00dB,-1.07971657851662e+02°)
3.33426412763190e+02	(5.81718773088072e+00dB,-1.08507537733955e+02°)
3.34195040026069e+02	(5.76190528923607e+00dB,-1.09039291852346e+02°)
3.34965439157783e+02	(5.70605352106758e+00dB,-1.09566886665402e+02°)
3.35737614242909e+02	(5.64964805577429e+00dB,-1.10090291789007e+02°)
3.36511569375445e+02	(5.59270444788369e+00dB,-1.10609479929852e+02°)
3.37287308658823e+02	(5.53523816204080e+00dB,-1.11124426815826e+02°)
3.38064836205936e+02	(5.47726455877465e+00dB,-1.11635111123619e+02°)
3.38844156139157e+02	(5.41879888104275e+00dB,-1.12141514403912e+02°)
3.39625272590363e+02	(5.35985624155229e+00dB,-1.12643621004447e+02°)
3.40408189700955e+02	(5.30045161085320e+00dB,-1.13141417991307e+02°)
3.41192911621882e+02	(5.24059980619558e+00dB,-1.13634895068706e+02°)
3.41979442513663e+02	(5.18031548114185e+00dB,-1.14124044497578e+02°)
3.42767786546404e+02	(5.11961311592205e+00dB,-1.14608861013239e+02°)
3.43557947899828e+02	(5.05850700851770e+00dB,-1.15089341742392e+02°)
3.44349930763292e+02	(4.99701126645910e+00dB,-1.15565486119722e+02°)
3.45143739335809e+02	(4.93513979931884e+00dB,-1.16037295804312e+02°)
3.45939377826075e+02	(4.87290631188195e+00dB,-1.16504774596108e+02°)
3.46736850452485e+02	(4.81032429797415e+00dB,-1.16967928352643e+02°)
3.47536161443159e+02	(4.74740703492622e+00dB,-1.17426764906201e+02°)
3.48337315035965e+02	(4.68416757865330e+00dB,-1.17881293981611e+02°)
3.49140315478539e+02	(4.62061875932629e+00dB,-1.18331527114836e+02°)
3.49945167028310e+02	(4.55677317761296e+00dB,-1.18777477572504e+02°)
3.50751873952520e+02	(4.49264320146446e+00dB,-1.19219160272522e+02°)
3.51560440528250e+02	(4.42824096342489e+00dB,-1.19656591705902e+02°)
3.52370871042439e+02	(4.36357835843861e+00dB,-1.20089789859909e+02°)
3.53183169791909e+02	(4.29866704213283e+00dB,-1.20518774142632e+02°)
3.53997341083387e+02	(4.23351842955107e+00dB,-1.20943565309077e+02°)
3.54813389233527e+02	(4.16814369431383e+00dB,-1.21364185388847e+02°)
3.55631318568937e+02	(4.10255376818365e+00dB,-1.21780657615491e+02°)
3.56451133426196e+02	(4.03675934101127e+00dB,-1.22193006357574e+02°)
3.57272838151880e+02	(3.97077086104058e+00dB,-1.22601257051521e+02°)
3.58096437102587e+02	(3.90459853554959e+00dB,-1.23005436136271e+02°)
3.58921934644956e+02	(3.83825233180710e+00dB,-1.23405570989780e+02°)
3.59749335155693e+02	(3.77174197832263e+00dB,-1.23801689867393e+02°)
3.60578643021593e+02	(3.70507696637037e+00dB,-1.24193821842104e+02°)
3.61409862639564e+02	(3.63826655176657e+00dB,-1.24581996746713e+02°)
3.62242998416649e+02	(3.57131975688175e+00dB,-1.24966245117888e+02°)
3.63078054770052e+02	(3.50424537286897e+00dB,-1.25346598142128e+02°)
3.63915036127157e+02	(3.43705196209048e+00dB,-1.25723087603618e+02°)
3.64753946925558e+02	(3.36974786072604e+00dB,-1.26095745833971e+02°)
3.65594791613075e+02	(3.30234118154602e+00dB,-1.26464605663835e+02°)
3.66437574647783e+02	(3.23483981683401e+00dB,-1.26829700376346e+02°)
3.67282300498034e+02	(3.16725144144377e+00dB,-1.27191063662406e+02°)
3.68128973642481e+02	(3.09958351597710e+00dB,-1.27548729577762e+02°)
3.68977598570100e+02	(3.03184329006769e+00dB,-1.27902732501843e+02°)
3.69828179780216e+02	(2.96403780575950e+00dB,-1.28253107098340e+02°)
3.70680721782525e+02	(2.89617390096687e+00dB,-1.28599888277483e+02°)
3.71535229097122e+02	(2.82825821300520e+00dB,-1.28943111159984e+02°)
3.72391706254517e+02	(2.76029718218067e+00dB,-1.29282811042604e+02°)
3.73250157795669e+02	(2.69229705543002e+00dB,-1.29619023365313e+02°)
3.74110588272002e+02	(2.62426388999955e+00dB,-1.29951783679988e+02°)
3.74973002245432e+02	(2.55620355715547e+00dB,-1.30281127620622e+02°)
3.75837404288393e+02	(2.48812174591612e+00dB,-1.30607090875000e+02°)
3.76703798983857e+02	(2.42002396679920e+00dB,-1.30929709157787e+02°)
3.77572190925364e+02	(2.35191555557606e+00dB,-1.31249018184999e+02°)
3.78442584717041e+02	(2.28380167702643e+00dB,-1.31565053649814e+02°)
3.79314984973630e+02	(2.21568732868734e+00dB,-1.31877851199666e+02°)
3.80189396320509e+02	(2.14757734459035e+00dB,-1.32187446414592e+02°)
3.81065823393721e+02	(2.07947639898161e+00dB,-1.32493874786792e+02°)
3.81944270839994e+02	(2.01138901001993e+00dB,-1.32797171701343e+02°)
3.82824743316770e+02	(1.94331954344828e+00dB,-1.33097372418044e+02°)
3.83707245492226e+02	(1.87527221623452e+00dB,-1.33394512054338e+02°)
3.84591782045301e+02	(1.80725110017742e+00dB,-1.33688625569278e+02°)
3.85478357665719e+02	(1.73926012547499e+00dB,-1.33979747748489e+02°)
3.86366977054016e+02	(1.67130308425137e+00dB,-1.34267913190097e+02°)
3.87257644921564e+02	(1.60338363404001e+00dB,-1.34553156291579e+02°)
3.88150365990595e+02	(1.53550530122047e+00dB,-1.34835511237497e+02°)
3.89045144994227e+02	(1.46767148440638e+00dB,-1.35115011988083e+02°)
3.89941986676489e+02	(1.39988545778292e+00dB,-1.35391692268635e+02°)
3.90840895792348e+02	(1.33215037439197e+00dB,-1.35665585559692e+02°)
3.91741877107729e+02	(1.26446926936341e+00dB,-1.35936725087956e+02°)
3.92644935399545e+02	(1.19684506309129e+00dB,-1.36205143817917e+02°)
3.93550075455723e+02	(1.12928056435372e+00dB,-1.36470874444166e+02°)
3.94457302075224e+02	(1.06177847337604e+00dB,-1.36733949384349e+02°)
3.95366620068073e+02	(9.94341384835701e-01dB,-1.36994400772741e+02°)
3.96278034255385e+02	(9.26971790809019e-01dB,-1.37252260454412e+02°)
3.97191549469385e+02	(8.59672083659442e-01dB,-1.37507559979947e+02°)
3.98107170553442e+02	(7.92444558866254e-01dB,-1.37760330600704e+02°)
3.99024902362087e+02	(7.25291417794514e-01dB,-1.38010603264573e+02°)
3.99944749761042e+02	(6.58214770405684e-01dB,-1.38258408612227e+02°)
4.00866717627247e+02	(5.91216637909127e-01dB,-1.38503776973816e+02°)
4.01790810848884e+02	(5.24298955354854e-01dB,-1.38746738366108e+02°)
4.02717034325403e+02	(4.57463574167309e-01dB,-1.38987322490028e+02°)
4.03645392967549e+02	(3.90712264621342e-01dB,-1.39225558728600e+02°)
