time	V(escalon)	V(vout)
1.042345963318568e-02	1.000000e+00	-2.041696e-03
1.052345963318567e-02	1.000000e+00	-1.574636e-03
1.062345963318567e-02	1.000000e+00	-1.210458e-03
1.072345963318567e-02	1.000000e+00	-9.508005e-04
1.082345963318567e-02	1.000000e+00	-7.947129e-04
1.092345963318567e-02	1.000000e+00	-7.366459e-04
1.102345963318567e-02	1.000000e+00	-7.692408e-04
1.112345963318567e-02	1.000000e+00	-8.814815e-04
1.122345963318567e-02	1.000000e+00	-1.061598e-03
1.132345963318567e-02	1.000000e+00	-1.295294e-03
1.142345963318567e-02	1.000000e+00	-1.568673e-03
1.152345963318567e-02	1.000000e+00	-1.866451e-03
1.162345963318567e-02	1.000000e+00	-2.174831e-03
1.172345963318567e-02	1.000000e+00	-2.479629e-03
1.182345963318567e-02	1.000000e+00	-2.769027e-03
1.192345963318567e-02	1.000000e+00	-3.031571e-03
1.202345963318567e-02	1.000000e+00	-3.258765e-03
1.212345963318566e-02	1.000000e+00	-3.442914e-03
1.222345963318566e-02	1.000000e+00	-3.579548e-03
1.232345963318566e-02	1.000000e+00	-3.665108e-03
1.242345963318566e-02	1.000000e+00	-3.699219e-03
1.252345963318566e-02	1.000000e+00	-3.682237e-03
1.262345963318566e-02	1.000000e+00	-3.617400e-03
1.272345963318566e-02	1.000000e+00	-3.508271e-03
1.282345963318566e-02	1.000000e+00	-3.360810e-03
1.292345963318566e-02	1.000000e+00	-3.180768e-03
1.312345963318566e-02	1.000000e+00	-2.752412e-03
1.322345963318566e-02	1.000000e+00	-2.518883e-03
1.332345963318566e-02	1.000000e+00	-2.281797e-03
1.342345963318566e-02	1.000000e+00	-2.048562e-03
1.352345963318566e-02	1.000000e+00	-1.824807e-03
1.362345963318566e-02	1.000000e+00	-1.616523e-03
1.372345963318566e-02	1.000000e+00	-1.427628e-03
1.382345963318565e-02	1.000000e+00	-1.262193e-03
1.392345963318565e-02	1.000000e+00	-1.122083e-03
1.402345963318565e-02	1.000000e+00	-1.009269e-03
1.412345963318565e-02	1.000000e+00	-9.235473e-04
1.422345963318565e-02	1.000000e+00	-8.649136e-04
1.432345963318565e-02	1.000000e+00	-8.313517e-04
1.442345963318565e-02	1.000000e+00	-8.212515e-04
1.452345963318565e-02	1.000000e+00	-8.312415e-04
1.462345963318565e-02	1.000000e+00	-8.586316e-04
1.482345963318565e-02	1.000000e+00	-9.499584e-04
1.492345963318565e-02	1.000000e+00	-1.006360e-03
1.502345963318565e-02	1.000000e+00	-1.065364e-03
1.512345963318565e-02	1.000000e+00	-1.122947e-03
1.522345963318565e-02	1.000000e+00	-1.176554e-03
1.532345963318565e-02	1.000000e+00	-1.222896e-03
1.542345963318565e-02	1.000000e+00	-1.260299e-03
1.552345963318564e-02	1.000000e+00	-1.286457e-03
1.562345963318564e-02	1.000000e+00	-1.300741e-03
1.572345963318564e-02	1.000000e+00	-1.301911e-03
1.582345963318564e-02	1.000000e+00	-1.290385e-03
1.592345963318564e-02	1.000000e+00	-1.265920e-03
1.602345963318564e-02	1.000000e+00	-1.229842e-03
1.612345963318564e-02	1.000000e+00	-1.182713e-03
1.622345963318564e-02	1.000000e+00	-1.126533e-03
1.642345963318564e-02	1.000000e+00	-9.926927e-04
1.662345963318564e-02	1.000000e+00	-8.430351e-04
1.672345963318564e-02	1.000000e+00	-7.668327e-04
1.682345963318564e-02	1.000000e+00	-6.924333e-04
1.692345963318564e-02	1.000000e+00	-6.208275e-04
1.702345963318564e-02	1.000000e+00	-5.539265e-04
1.712345963318564e-02	1.000000e+00	-4.922692e-04
1.722345963318564e-02	1.000000e+00	-4.372634e-04
1.732345963318564e-02	1.000000e+00	-3.889171e-04
1.742345963318563e-02	1.000000e+00	-3.480971e-04
1.752345963318563e-02	1.000000e+00	-3.142829e-04
1.762345963318563e-02	1.000000e+00	-2.878396e-04
1.772345963318563e-02	1.000000e+00	-2.677904e-04
1.792345963318563e-02	1.000000e+00	-2.454521e-04
1.799488820461420e-02	1.000000e+00	-2.430648e-04
1.806631677604277e-02	1.000000e+00	-2.417350e-04
1.813774534747134e-02	1.000000e+00	-2.414626e-04
1.820917391889992e-02	1.000000e+00	-2.422477e-04
1.828060249032849e-02	1.000000e+00	-2.440903e-04
1.835203106175706e-02	1.000000e+00	-2.469903e-04
1.842345963318563e-02	1.000000e+00	-2.509479e-04
1.852345963318563e-02	1.000000e+00	-2.548261e-04
1.862345963318563e-02	1.000000e+00	-2.579566e-04
1.872345963318563e-02	1.000000e+00	-2.591005e-04
1.882345963318563e-02	1.000000e+00	-2.582601e-04
1.892345963318563e-02	1.000000e+00	-2.544543e-04
1.902345963318562e-02	1.000000e+00	-2.479555e-04
1.912345963318562e-02	1.000000e+00	-2.380576e-04
1.922345963318562e-02	1.000000e+00	-2.252999e-04
1.942345963318562e-02	1.000000e+00	-1.906145e-04
1.972345963318562e-02	1.000000e+00	-1.206756e-04
1.982345963318562e-02	1.000000e+00	-9.324088e-05
1.992345963318562e-02	1.000000e+00	-6.619182e-05
2.002345963318562e-02	1.000000e+00	-3.952842e-05
2.012345963318562e-02	1.000000e+00	-1.325068e-05
2.022345963318562e-02	1.000000e+00	1.264142e-05
2.032345963318562e-02	1.000000e+00	3.814786e-05
2.042345963318562e-02	1.000000e+00	6.326864e-05
2.062345963318562e-02	1.000000e+00	1.064276e-04
2.082345963318561e-02	1.000000e+00	1.418085e-04
2.102345963318561e-02	1.000000e+00	1.691691e-04
2.132345963318561e-02	1.000000e+00	1.970882e-04
2.145203106175704e-02	1.000000e+00	2.040030e-04
2.158060249032847e-02	1.000000e+00	2.106335e-04
2.170917391889990e-02	1.000000e+00	2.169795e-04
2.183774534747132e-02	1.000000e+00	2.230412e-04
2.196631677604275e-02	1.000000e+00	2.288185e-04
2.209488820461418e-02	1.000000e+00	2.343115e-04
2.222345963318561e-02	1.000000e+00	2.395200e-04
2.252345963318560e-02	1.000000e+00	2.583680e-04
2.266631677604275e-02	1.000000e+00	2.701476e-04
2.280917391889989e-02	1.000000e+00	2.825356e-04
2.295203106175703e-02	1.000000e+00	2.955317e-04
2.309488820461417e-02	1.000000e+00	3.091362e-04
2.323774534747131e-02	1.000000e+00	3.233490e-04
2.338060249032846e-02	1.000000e+00	3.381700e-04
2.352345963318560e-02	1.000000e+00	3.535993e-04
2.373774534747131e-02	1.000000e+00	3.742298e-04
2.395203106175703e-02	1.000000e+00	3.924612e-04
2.416631677604274e-02	1.000000e+00	4.082936e-04
2.438060249032845e-02	1.000000e+00	4.217270e-04
2.459488820461416e-02	1.000000e+00	4.327612e-04
2.480917391889988e-02	1.000000e+00	4.413964e-04
2.502345963318559e-02	1.000000e+00	4.476325e-04
2.528060249032844e-02	1.000000e+00	4.545317e-04
2.553774534747130e-02	1.000000e+00	4.618002e-04
2.579488820461415e-02	1.000000e+00	4.694381e-04
2.605203106175701e-02	1.000000e+00	4.774453e-04
2.630917391889987e-02	1.000000e+00	4.858219e-04
2.656631677604272e-02	1.000000e+00	4.945678e-04
2.682345963318558e-02	1.000000e+00	5.036831e-04
2.713774534747129e-02	1.000000e+00	5.130332e-04
2.745203106175700e-02	1.000000e+00	5.209166e-04
2.776631677604272e-02	1.000000e+00	5.273333e-04
2.808060249032843e-02	1.000000e+00	5.322832e-04
2.839488820461414e-02	1.000000e+00	5.357664e-04
2.870917391889985e-02	1.000000e+00	5.377828e-04
2.902345963318556e-02	1.000000e+00	5.383324e-04
3.002345963318558e-02	1.000000e+00	5.407432e-04
3.102345963318560e-02	1.000000e+00	5.396888e-04
3.202345963318562e-02	1.000000e+00	5.351692e-04
3.302345963318563e-02	1.000000e+00	5.271844e-04
3.402345963318565e-02	1.000000e+00	5.157345e-04
3.502345963318567e-02	1.000000e+00	5.008193e-04
3.602345963318569e-02	1.000000e+00	4.824391e-04
3.858060249032862e-02	1.000000e+00	4.314438e-04
4.113774534747155e-02	1.000000e+00	3.832038e-04
4.369488820461448e-02	1.000000e+00	3.377188e-04
4.625203106175741e-02	1.000000e+00	2.949890e-04
4.880917391890034e-02	1.000000e+00	2.550143e-04
5.136631677604327e-02	1.000000e+00	2.177948e-04
5.392345963318620e-02	1.000000e+00	1.833304e-04
5.819488820461489e-02	1.000000e+00	1.436702e-04
6.246631677604358e-02	1.000000e+00	1.100950e-04
6.673774534747229e-02	1.000000e+00	8.260473e-05
7.100917391890098e-02	1.000000e+00	6.119939e-05
7.528060249032967e-02	1.000000e+00	4.587899e-05
7.955203106175837e-02	1.000000e+00	3.664353e-05
8.382345963318705e-02	1.000000e+00	3.349301e-05
1.000000000000000e-01	1.000000e+00	2.170722e-05
1.000367306936661e-01	1.000000e+00	1.525416e-03
1.000521712035535e-01	1.000000e+00	2.364998e-03
1.000608122715453e-01	1.000000e+00	4.056020e-03
1.000651898187267e-01	1.000000e+00	4.293366e-03
1.000675673649165e-01	1.000000e+00	5.009172e-03
1.000688612036309e-01	1.000000e+00	5.105971e-03
1.000696025646711e-01	1.000000e+00	5.175023e-03
1.000701154740121e-01	1.000000e+00	5.431793e-03
1.000702875606069e-01	1.000000e+00	5.382924e-03
1.000703930635231e-01	1.000000e+00	5.354366e-03
1.000704489942305e-01	1.000000e+00	5.374428e-03
1.000705054870539e-01	1.000000e+00	5.405196e-03
1.000744047446923e-01	1.000000e+00	6.149914e-03
1.000783040023307e-01	1.000000e+00	6.944399e-03
1.000822032599690e-01	1.000000e+00	7.788652e-03
1.000861025176074e-01	1.000000e+00	8.682674e-03
1.000900017752457e-01	1.000000e+00	9.626463e-03
1.000939010328841e-01	1.000000e+00	1.062002e-02
1.000978002905225e-01	1.000000e+00	1.166334e-02
1.001000000000010e-01	1.000000e+00	1.226710e-02
1.001020429326314e-01	1.000000e+00	8.490444e-03
1.001028609537536e-01	1.000000e+00	1.354338e-02
1.001030914525878e-01	1.000000e+00	1.532776e-02
1.001031335386313e-01	1.000000e+00	1.509974e-02
1.001031504543536e-01	1.000000e+00	1.490080e-02
1.001031612314355e-01	1.000000e+00	1.474603e-02
1.001031714382582e-01	1.000000e+00	1.458551e-02
1.001031918519035e-01	1.000000e+00	1.424895e-02
1.001032181626366e-01	1.000000e+00	1.383517e-02
1.001032490756811e-01	1.000000e+00	1.344762e-02
1.001032840488684e-01	1.000000e+00	1.317656e-02
1.001033159493963e-01	1.000000e+00	1.306853e-02
1.001033472722169e-01	1.000000e+00	1.304935e-02
1.001033812522345e-01	1.000000e+00	1.307778e-02
1.001034220262535e-01	1.000000e+00	1.313174e-02
1.001034735693352e-01	1.000000e+00	1.319224e-02
1.001035470287123e-01	1.000000e+00	1.324759e-02
1.001036730019387e-01	1.000000e+00	1.329941e-02
1.001343088470295e-01	1.000000e+00	2.191006e-02
1.001649446921203e-01	1.000000e+00	3.014132e-02
1.001955805372112e-01	1.000000e+00	3.799319e-02
1.002262163823020e-01	1.000000e+00	4.546565e-02
1.002568522273928e-01	1.000000e+00	5.255872e-02
1.002874880724837e-01	1.000000e+00	5.927239e-02
1.003181239175745e-01	1.000000e+00	6.560666e-02
1.004181239175745e-01	1.000000e+00	8.312627e-02
1.005181239175745e-01	1.000000e+00	9.587324e-02
1.006181239175745e-01	1.000000e+00	1.037820e-01
1.007181239175745e-01	1.000000e+00	1.069605e-01
1.008181239175745e-01	1.000000e+00	1.056710e-01
1.009181239175745e-01	1.000000e+00	1.003112e-01
1.010181239175745e-01	1.000000e+00	9.138813e-02
1.011181239175745e-01	1.000000e+00	7.949390e-02
1.012181239175745e-01	1.000000e+00	6.527680e-02
1.013181239175745e-01	1.000000e+00	4.941637e-02
1.014181239175745e-01	1.000000e+00	3.259565e-02
1.015181239175745e-01	1.000000e+00	1.547903e-02
1.016181239175745e-01	1.000000e+00	-1.311120e-03
1.017181239175746e-01	1.000000e+00	-1.721095e-02
1.018181239175746e-01	1.000000e+00	-3.173195e-02
1.019181239175746e-01	1.000000e+00	-4.447028e-02
1.020181239175746e-01	1.000000e+00	-5.511596e-02
1.021181239175746e-01	1.000000e+00	-6.345466e-02
1.022181239175746e-01	1.000000e+00	-6.936943e-02
1.023181239175746e-01	1.000000e+00	-7.283553e-02
