time	V(senoidal)	V(vout)
5.217172499435875e-03	3.219653e-01	1.878688e-01
5.317172499435875e-03	3.279075e-01	1.902644e-01
5.417172499435875e-03	3.338368e-01	1.925194e-01
5.517172499435875e-03	3.397529e-01	1.946162e-01
5.617172499435876e-03	3.456556e-01	1.965432e-01
5.717172499435876e-03	3.515446e-01	1.982923e-01
5.817172499435876e-03	3.574198e-01	1.998614e-01
5.917172499435876e-03	3.632808e-01	2.012514e-01
6.017172499435877e-03	3.691275e-01	2.024688e-01
6.117172499435877e-03	3.749597e-01	2.035220e-01
6.217172499435877e-03	3.807770e-01	2.044243e-01
6.317172499435877e-03	3.865793e-01	2.051894e-01
6.617172499435878e-03	4.038937e-01	2.068336e-01
6.717172499435878e-03	4.096336e-01	2.072230e-01
6.817172499435879e-03	4.153573e-01	2.075620e-01
6.917172499435879e-03	4.210646e-01	2.078655e-01
7.017172499435879e-03	4.267553e-01	2.081479e-01
7.117172499435880e-03	4.324292e-01	2.084202e-01
7.217172499435880e-03	4.380859e-01	2.086926e-01
7.317172499435880e-03	4.437254e-01	2.089716e-01
7.417172499435880e-03	4.493474e-01	2.092625e-01
7.517172499435881e-03	4.549516e-01	2.095669e-01
7.617172499435881e-03	4.605379e-01	2.098856e-01
7.717172499435881e-03	4.661060e-01	2.102158e-01
7.817172499435881e-03	4.716556e-01	2.105545e-01
7.917172499435880e-03	4.771867e-01	2.108955e-01
8.017172499435879e-03	4.826989e-01	2.112332e-01
8.117172499435879e-03	4.881921e-01	2.115595e-01
8.317172499435877e-03	4.991204e-01	2.121474e-01
8.417172499435877e-03	5.045550e-01	2.123932e-01
8.517172499435876e-03	5.099698e-01	2.125962e-01
8.617172499435876e-03	5.153645e-01	2.127504e-01
8.717172499435875e-03	5.207388e-01	2.128491e-01
8.817172499435874e-03	5.260925e-01	2.128881e-01
8.917172499435874e-03	5.314255e-01	2.128629e-01
9.017172499435873e-03	5.367375e-01	2.127718e-01
9.117172499435873e-03	5.420283e-01	2.126126e-01
9.217172499435872e-03	5.472977e-01	2.123859e-01
9.317172499435871e-03	5.525455e-01	2.120920e-01
9.417172499435871e-03	5.577715e-01	2.117336e-01
9.517172499435870e-03	5.629755e-01	2.113128e-01
9.617172499435870e-03	5.681572e-01	2.108340e-01
9.817172499435868e-03	5.784532e-01	2.097180e-01
1.001717249943587e-02	5.886578e-01	2.084232e-01
1.011717249943587e-02	5.937254e-01	2.077207e-01
1.021717249943587e-02	5.987695e-01	2.069880e-01
1.031717249943587e-02	6.037900e-01	2.062288e-01
1.041717249943586e-02	6.087866e-01	2.054473e-01
1.051717249943586e-02	6.137593e-01	2.046462e-01
1.061717249943586e-02	6.187077e-01	2.038288e-01
1.071717249943586e-02	6.236316e-01	2.029963e-01
1.081717249943586e-02	6.285309e-01	2.021508e-01
1.091717249943586e-02	6.334054e-01	2.012924e-01
1.101717249943586e-02	6.382550e-01	2.004220e-01
1.111717249943586e-02	6.430793e-01	1.995384e-01
1.121717249943586e-02	6.478782e-01	1.986417e-01
1.131717249943586e-02	6.526516e-01	1.977300e-01
1.181717249943586e-02	6.761281e-01	1.928954e-01
1.201717249943586e-02	6.853333e-01	1.908000e-01
1.211717249943585e-02	6.898953e-01	1.897115e-01
1.221717249943585e-02	6.944301e-01	1.885949e-01
1.231717249943585e-02	6.989375e-01	1.874488e-01
1.241717249943585e-02	7.034173e-01	1.862734e-01
1.251717249943585e-02	7.078694e-01	1.850682e-01
1.261717249943585e-02	7.122934e-01	1.838340e-01
1.281717249943585e-02	7.210571e-01	1.812798e-01
1.301717249943585e-02	7.297068e-01	1.786178e-01
1.310288678515013e-02	7.333789e-01	1.774440e-01
1.318860107086442e-02	7.370295e-01	1.762554e-01
1.327431535657870e-02	7.406586e-01	1.750521e-01
1.336002964229299e-02	7.442661e-01	1.738339e-01
1.344574392800727e-02	7.478521e-01	1.726010e-01
1.353145821372156e-02	7.514165e-01	1.713533e-01
1.361717249943585e-02	7.549594e-01	1.700908e-01
1.381717249943584e-02	7.631402e-01	1.671055e-01
1.391717249943584e-02	7.671855e-01	1.655913e-01
1.411717249943584e-02	7.751852e-01	1.625248e-01
1.431717249943584e-02	7.830623e-01	1.594105e-01
1.451717249943584e-02	7.908159e-01	1.562509e-01
1.481717249943584e-02	8.022116e-01	1.514267e-01
1.494574392800727e-02	8.070093e-01	1.493278e-01
1.507431535657869e-02	8.117535e-01	1.472076e-01
1.520288678515012e-02	8.164443e-01	1.450659e-01
1.533145821372155e-02	8.210816e-01	1.429028e-01
1.546002964229298e-02	8.256656e-01	1.407183e-01
1.558860107086441e-02	8.301961e-01	1.385124e-01
1.571717249943583e-02	8.346732e-01	1.362851e-01
1.601717249943583e-02	8.449056e-01	1.310019e-01
1.631717249943583e-02	8.548378e-01	1.256061e-01
1.646002964229297e-02	8.594618e-01	1.229967e-01
1.660288678515012e-02	8.640157e-01	1.203694e-01
1.674574392800726e-02	8.684994e-01	1.177244e-01
1.688860107086440e-02	8.729129e-01	1.150615e-01
1.703145821372154e-02	8.772563e-01	1.123808e-01
1.717431535657868e-02	8.815296e-01	1.096823e-01
1.731717249943582e-02	8.857327e-01	1.069660e-01
1.761717249943582e-02	8.943247e-01	1.012267e-01
1.791717249943582e-02	9.025990e-01	9.543493e-02
1.807431535657868e-02	9.068063e-01	9.238133e-02
1.823145821372153e-02	9.109242e-01	8.931549e-02
1.838860107086439e-02	9.149527e-01	8.623743e-02
1.854574392800725e-02	9.188919e-01	8.314714e-02
1.870288678515010e-02	9.227417e-01	8.004462e-02
1.886002964229296e-02	9.265021e-01	7.692987e-02
1.901717249943581e-02	9.301732e-01	7.380290e-02
1.920288678515010e-02	9.343949e-01	7.009041e-02
1.938860107086438e-02	9.384881e-01	6.636682e-02
1.957431535657867e-02	9.424527e-01	6.263214e-02
1.976002964229295e-02	9.462887e-01	5.888635e-02
1.994574392800724e-02	9.499962e-01	5.512947e-02
2.013145821372152e-02	9.535752e-01	5.136149e-02
2.031717249943581e-02	9.570255e-01	4.758241e-02
2.056002964229295e-02	9.613413e-01	4.263150e-02
2.080288678515009e-02	9.654311e-01	3.767921e-02
2.104574392800723e-02	9.692947e-01	3.272553e-02
2.128860107086437e-02	9.729324e-01	2.777046e-02
2.153145821372151e-02	9.763439e-01	2.281402e-02
2.177431535657865e-02	9.795294e-01	1.785618e-02
2.201717249943580e-02	9.824889e-01	1.289696e-02
2.231717249943579e-02	9.858284e-01	6.773918e-03
2.261717249943579e-02	9.888153e-01	6.697191e-04
2.291717249943579e-02	9.914497e-01	-5.415634e-03
2.321717249943579e-02	9.937316e-01	-1.148214e-02
2.351717249943579e-02	9.956609e-01	-1.752980e-02
2.381717249943579e-02	9.972377e-01	-2.355862e-02
2.411717249943578e-02	9.984620e-01	-2.956859e-02
2.476002964229292e-02	9.998752e-01	-4.237932e-02
2.540288678515006e-02	9.996661e-01	-5.495466e-02
2.604574392800720e-02	9.978345e-01	-6.729462e-02
2.668860107086434e-02	9.943806e-01	-7.939919e-02
2.733145821372148e-02	9.893042e-01	-9.126838e-02
2.797431535657862e-02	9.826055e-01	-1.029022e-01
2.861717249943576e-02	9.742844e-01	-1.143006e-01
2.891717249943575e-02	9.698596e-01	-1.194900e-01
2.921717249943575e-02	9.650948e-01	-1.246043e-01
2.951717249943575e-02	9.599901e-01	-1.296436e-01
2.981717249943575e-02	9.545453e-01	-1.346079e-01
3.011717249943575e-02	9.487606e-01	-1.394971e-01
3.041717249943575e-02	9.426358e-01	-1.443113e-01
3.071717249943574e-02	9.361711e-01	-1.490505e-01
3.111717249943575e-02	9.270244e-01	-1.552452e-01
3.151717249943576e-02	9.173085e-01	-1.612832e-01
3.191717249943577e-02	9.070235e-01	-1.671647e-01
3.231717249943578e-02	8.961694e-01	-1.728896e-01
3.271717249943579e-02	8.847462e-01	-1.784579e-01
3.311717249943580e-02	8.727538e-01	-1.838696e-01
3.351717249943580e-02	8.601923e-01	-1.891247e-01
3.404574392800724e-02	8.427300e-01	-1.958140e-01
3.457431535657869e-02	8.243917e-01	-2.021915e-01
3.510288678515013e-02	8.051774e-01	-2.082574e-01
3.563145821372158e-02	7.850871e-01	-2.140116e-01
3.616002964229302e-02	7.641208e-01	-2.194542e-01
3.668860107086447e-02	7.422785e-01	-2.245851e-01
3.721717249943591e-02	7.195601e-01	-2.294044e-01
3.781717249943593e-02	6.927723e-01	-2.344731e-01
3.841717249943594e-02	6.651021e-01	-2.391074e-01
3.901717249943596e-02	6.365494e-01	-2.433072e-01
3.961717249943598e-02	6.071142e-01	-2.470726e-01
4.021717249943599e-02	5.767966e-01	-2.504035e-01
4.081717249943601e-02	5.455965e-01	-2.532999e-01
4.141717249943603e-02	5.135140e-01	-2.557619e-01
4.174574392800746e-02	4.956714e-01	-2.569195e-01
4.207431535657891e-02	4.776370e-01	-2.579447e-01
4.240288678515034e-02	4.594108e-01	-2.588375e-01
4.273145821372178e-02	4.409929e-01	-2.595979e-01
4.306002964229322e-02	4.223831e-01	-2.602259e-01
4.338860107086466e-02	4.035816e-01	-2.607216e-01
4.371717249943610e-02	3.845882e-01	-2.610848e-01
4.447431535657898e-02	3.399955e-01	-2.614018e-01
4.523145821372185e-02	2.948921e-01	-2.610405e-01
4.598860107086473e-02	2.492779e-01	-2.600009e-01
4.674574392800761e-02	2.031530e-01	-2.582830e-01
4.750288678515049e-02	1.565173e-01	-2.558867e-01
4.826002964229337e-02	1.093708e-01	-2.528122e-01
4.901717249943625e-02	6.171363e-02	-2.490593e-01
4.936002964229340e-02	4.017470e-02	-2.471545e-01
4.970288678515055e-02	1.864211e-02	-2.451225e-01
5.004574392800770e-02	-2.884163e-03	-2.429635e-01
5.038860107086486e-02	-2.440410e-02	-2.406773e-01
5.073145821372201e-02	-4.591771e-02	-2.382640e-01
5.107431535657916e-02	-6.742500e-02	-2.357236e-01
5.141717249943632e-02	-8.892595e-02	-2.330561e-01
5.226002964229348e-02	-1.418840e-01	-2.259204e-01
5.310288678515065e-02	-1.940846e-01	-2.181430e-01
5.394574392800782e-02	-2.455277e-01	-2.097239e-01
5.478860107086499e-02	-2.962133e-01	-2.006631e-01
5.563145821372215e-02	-3.461415e-01	-1.909607e-01
5.647431535657932e-02	-3.953122e-01	-1.806166e-01
5.731717249943648e-02	-4.437254e-01	-1.696308e-01
5.760288678515078e-02	-4.597535e-01	-1.658068e-01
5.788860107086508e-02	-4.756208e-01	-1.619267e-01
5.817431535657937e-02	-4.913274e-01	-1.579905e-01
5.846002964229366e-02	-5.068731e-01	-1.539982e-01
5.874574392800795e-02	-5.222580e-01	-1.499497e-01
5.903145821372225e-02	-5.374821e-01	-1.458452e-01
5.931717249943654e-02	-5.525455e-01	-1.416845e-01
5.996002964229370e-02	-5.858766e-01	-1.321023e-01
6.060288678515086e-02	-6.181256e-01	-1.223221e-01
6.124574392800802e-02	-6.492926e-01	-1.123439e-01
6.188860107086518e-02	-6.793775e-01	-1.021677e-01
6.253145821372234e-02	-7.083805e-01	-9.179354e-02
6.317431535657951e-02	-7.363014e-01	-8.122143e-02
6.381717249943666e-02	-7.631402e-01	-7.045134e-02
6.436002964229383e-02	-7.847901e-01	-6.126040e-02
6.490288678515098e-02	-8.054702e-01	-5.201320e-02
6.544574392800814e-02	-8.251806e-01	-4.270974e-02
6.598860107086529e-02	-8.439213e-01	-3.335001e-02
6.653145821372246e-02	-8.616922e-01	-2.393403e-02
6.707431535657962e-02	-8.784933e-01	-1.446178e-02
6.761717249943677e-02	-8.943247e-01	-4.933277e-03
6.803145821372250e-02	-9.056834e-01	2.340852e-03
6.844574392800823e-02	-9.164115e-01	9.606506e-03
6.886002964229396e-02	-9.265092e-01	1.686369e-02
6.927431535657967e-02	-9.359762e-01	2.411239e-02
6.968860107086540e-02	-9.448127e-01	3.135262e-02
7.010288678515113e-02	-9.530187e-01	3.858438e-02
7.051717249943686e-02	-9.605942e-01	4.580766e-02
7.140288678515117e-02	-9.746155e-01	6.124646e-02
7.228860107086547e-02	-9.855627e-01	7.639817e-02
7.317431535657978e-02	-9.934356e-01	9.126280e-02
7.406002964229411e-02	-9.982344e-01	1.058404e-01
7.494574392800842e-02	-9.999589e-01	1.201308e-01
7.583145821372272e-02	-9.986091e-01	1.341342e-01
7.671717249943703e-02	-9.941852e-01	1.478505e-01
7.700288678515133e-02	-9.920896e-01	1.521486e-01
7.728860107086562e-02	-9.896766e-01	1.563956e-01
7.757431535657991e-02	-9.869461e-01	1.605915e-01
7.786002964229422e-02	-9.838981e-01	1.647362e-01
7.814574392800851e-02	-9.805327e-01	1.688297e-01
7.843145821372280e-02	-9.768497e-01	1.728722e-01
7.871717249943709e-02	-9.728494e-01	1.768635e-01
7.930288678515139e-02	-9.636331e-01	1.848882e-01
7.988860107086569e-02	-9.531524e-01	1.926415e-01
8.047431535657999e-02	-9.414073e-01	2.001235e-01
8.106002964229431e-02	-9.283978e-01	2.073341e-01
8.164574392800861e-02	-9.141239e-01	2.142734e-01
8.223145821372291e-02	-8.985855e-01	2.209412e-01
8.281717249943721e-02	-8.817828e-01	2.273377e-01
8.320288678515150e-02	-8.700753e-01	2.313738e-01
8.358860107086580e-02	-8.578756e-01	2.352698e-01
8.397431535658009e-02	-8.451836e-01	2.390258e-01
8.436002964229440e-02	-8.319994e-01	2.426418e-01
8.474574392800870e-02	-8.183229e-01	2.461178e-01
8.513145821372299e-02	-8.041542e-01	2.494538e-01
8.551717249943729e-02	-7.894933e-01	2.526498e-01
8.636002964229446e-02	-7.556265e-01	2.591402e-01
8.720288678515162e-02	-7.199068e-01	2.648747e-01
8.804574392800879e-02	-6.823342e-01	2.698531e-01
8.888860107086595e-02	-6.429086e-01	2.740756e-01
8.973145821372312e-02	-6.016300e-01	2.775421e-01
9.057431535658030e-02	-5.584985e-01	2.802526e-01
9.141717249943745e-02	-5.135140e-01	2.822071e-01
9.188860107086604e-02	-4.878170e-01	2.829417e-01
9.236002964229463e-02	-4.617501e-01	2.834285e-01
9.283145821372321e-02	-4.353134e-01	2.836677e-01
9.330288678515179e-02	-4.085068e-01	2.836591e-01
9.377431535658037e-02	-3.813304e-01	2.834029e-01
9.424574392800897e-02	-3.537842e-01	2.828990e-01
9.471717249943755e-02	-3.258681e-01	2.821473e-01
9.538860107086614e-02	-2.855221e-01	2.806393e-01
9.606002964229474e-02	-2.448507e-01	2.786448e-01
9.673145821372332e-02	-2.038538e-01	2.761636e-01
9.740288678515191e-02	-1.625315e-01	2.731959e-01
9.807431535658051e-02	-1.208837e-01	2.697416e-01
9.874574392800910e-02	-7.891056e-02	2.658008e-01
9.941717249943768e-02	-3.661195e-02	2.613733e-01
1.000000000000000e-01	0.000000e+00	2.571658e-01
1.001000000000000e-01	6.283144e-03	2.564092e-01
1.002000000000000e-01	1.256604e-02	2.556424e-01
1.007857142857143e-01	4.947133e-02	2.509316e-01
1.013714285714286e-01	8.618609e-02	2.459000e-01
1.019571428571429e-01	1.227103e-01	2.405475e-01
1.025428571428572e-01	1.590440e-01	2.348743e-01
1.031285714285715e-01	1.951872e-01	2.288802e-01
1.037142857142858e-01	2.311399e-01	2.225653e-01
1.043000000000001e-01	2.669020e-01	2.159296e-01
1.049142857142859e-01	3.040235e-01	2.086477e-01
1.055285714285716e-01	3.405586e-01	2.010849e-01
1.061428571428573e-01	3.765074e-01	1.932413e-01
1.067571428571431e-01	4.118699e-01	1.851168e-01
1.073714285714288e-01	4.466461e-01	1.767114e-01
1.079857142857145e-01	4.808360e-01	1.680252e-01
1.086000000000003e-01	5.144395e-01	1.590581e-01
1.088857142857145e-01	5.297621e-01	1.548168e-01
1.091714285714288e-01	5.449019e-01	1.505291e-01
1.094571428571431e-01	5.598589e-01	1.461951e-01
1.097428571428574e-01	5.746332e-01	1.418148e-01
1.100285714285717e-01	5.892248e-01	1.373883e-01
1.103142857142860e-01	6.036336e-01	1.329154e-01
1.106000000000003e-01	6.178596e-01	1.283962e-01
1.114428571428575e-01	6.588651e-01	1.147400e-01
1.122857142857146e-01	6.977679e-01	1.008618e-01
1.131285714285718e-01	7.345681e-01	8.676158e-02
1.139714285714290e-01	7.692656e-01	7.243929e-02
1.148142857142861e-01	8.018604e-01	5.789495e-02
1.156571428571433e-01	8.323526e-01	4.312857e-02
1.165000000000005e-01	8.607420e-01	2.814014e-02
1.169714285714291e-01	8.754683e-01	1.975818e-02
1.174428571428577e-01	8.893980e-01	1.137738e-02
1.179142857142862e-01	9.025312e-01	2.997743e-03
1.183857142857148e-01	9.148678e-01	-5.380730e-03
1.188571428571434e-01	9.264078e-01	-1.375804e-02
1.193285714285720e-01	9.371514e-01	-2.213419e-02
1.198000000000006e-01	9.470983e-01	-3.050917e-02
1.207000000000006e-01	9.637930e-01	-4.650462e-02
1.216000000000006e-01	9.773282e-01	-6.222801e-02
1.225000000000006e-01	9.877039e-01	-7.767933e-02
1.234000000000006e-01	9.949203e-01	-9.285858e-02
1.243000000000006e-01	9.989771e-01	-1.077658e-01
1.252000000000006e-01	9.998746e-01	-1.224009e-01
1.261000000000006e-01	9.976125e-01	-1.367640e-01
1.264714285714291e-01	9.957249e-01	-1.425243e-01
1.268428571428577e-01	9.932991e-01	-1.481994e-01
1.272142857142862e-01	9.903352e-01	-1.537893e-01
1.275857142857147e-01	9.868332e-01	-1.592939e-01
1.279571428571432e-01	9.827931e-01	-1.647132e-01
1.283285714285718e-01	9.782149e-01	-1.700474e-01
1.287000000000003e-01	9.730985e-01	-1.752962e-01
1.292714285714288e-01	9.641625e-01	-1.831958e-01
1.298428571428573e-01	9.540210e-01	-1.908356e-01
1.304142857142858e-01	9.426740e-01	-1.982155e-01
1.309857142857143e-01	9.301216e-01	-2.053357e-01
1.315571428571428e-01	9.163636e-01	-2.121959e-01
1.321285714285714e-01	9.014002e-01	-2.187964e-01
1.326999999999999e-01	8.852313e-01	-2.251370e-01
1.331142857142855e-01	8.728012e-01	-2.295433e-01
1.335285714285712e-01	8.598029e-01	-2.337872e-01
1.339428571428569e-01	8.462365e-01	-2.378686e-01
1.343571428571425e-01	8.321018e-01	-2.417876e-01
1.347714285714282e-01	8.173989e-01	-2.455442e-01
1.351857142857139e-01	8.021278e-01	-2.491384e-01
1.355999999999996e-01	7.862884e-01	-2.525702e-01
1.364428571428566e-01	7.522078e-01	-2.590400e-01
1.372857142857137e-01	7.162852e-01	-2.647497e-01
1.381285714285707e-01	6.785205e-01	-2.696992e-01
1.389714285714277e-01	6.389138e-01	-2.738886e-01
1.398142857142848e-01	5.974650e-01	-2.773178e-01
1.406571428571419e-01	5.541743e-01	-2.799869e-01
1.414999999999989e-01	5.090414e-01	-2.818958e-01
1.419571428571417e-01	4.840582e-01	-2.825863e-01
1.424142857142845e-01	4.587288e-01	-2.830432e-01
1.428714285714273e-01	4.330531e-01	-2.832666e-01
1.433285714285701e-01	4.070312e-01	-2.832565e-01
1.437857142857129e-01	3.806631e-01	-2.830129e-01
1.442428571428558e-01	3.539487e-01	-2.825358e-01
1.446999999999986e-01	3.268880e-01	-2.818252e-01
1.453714285714270e-01	2.865560e-01	-2.803483e-01
1.460428571428556e-01	2.458967e-01	-2.783838e-01
1.467142857142840e-01	2.049100e-01	-2.759316e-01
1.473857142857125e-01	1.635960e-01	-2.729919e-01
1.480571428571410e-01	1.219547e-01	-2.695646e-01
1.487285714285695e-01	7.998611e-02	-2.656496e-01
1.493999999999980e-01	3.769018e-02	-2.612470e-01
1.496571428571409e-01	2.153014e-02	-2.594414e-01
1.499142857142837e-01	5.375021e-03	-2.575694e-01
1.501714285714265e-01	-1.077518e-02	-2.556309e-01
1.504285714285694e-01	-2.692047e-02	-2.536260e-01
1.506857142857122e-01	-4.306083e-02	-2.515546e-01
1.509428571428550e-01	-5.919628e-02	-2.494167e-01
1.511999999999978e-01	-7.532681e-02	-2.472124e-01
1.520142857142835e-01	-1.265489e-01	-2.397549e-01
1.528285714285691e-01	-1.771141e-01	-2.317268e-01
1.536428571428547e-01	-2.270223e-01	-2.231281e-01
1.544571428571403e-01	-2.762735e-01	-2.139588e-01
1.552714285714260e-01	-3.248679e-01	-2.042190e-01
1.560857142857116e-01	-3.728053e-01	-1.939086e-01
1.568999999999972e-01	-4.200857e-01	-1.830276e-01
1.572142857142829e-01	-4.379398e-01	-1.787177e-01
1.575285714285686e-01	-4.556062e-01	-1.743425e-01
1.578428571428543e-01	-4.730848e-01	-1.699019e-01
1.581571428571399e-01	-4.903755e-01	-1.653959e-01
1.584714285714256e-01	-5.074786e-01	-1.608246e-01
1.587857142857113e-01	-5.243938e-01	-1.561879e-01
1.590999999999970e-01	-5.411212e-01	-1.514859e-01
1.596857142857112e-01	-5.717924e-01	-1.425433e-01
1.602714285714254e-01	-6.015918e-01	-1.334392e-01
1.608571428571396e-01	-6.305195e-01	-1.241734e-01
1.614428571428539e-01	-6.585754e-01	-1.147461e-01
1.620285714285681e-01	-6.857597e-01	-1.051572e-01
1.626142857142823e-01	-7.120723e-01	-9.540666e-02
1.631999999999965e-01	-7.375131e-01	-8.549456e-02
1.638285714285679e-01	-7.636924e-01	-7.472046e-02
1.644571428571392e-01	-7.885894e-01	-6.387244e-02
1.650857142857106e-01	-8.122042e-01	-5.295049e-02
1.657142857142820e-01	-8.345368e-01	-4.195462e-02
1.663428571428533e-01	-8.555872e-01	-3.088483e-02
1.669714285714247e-01	-8.753554e-01	-1.974111e-02
1.675999999999960e-01	-8.938414e-01	-8.523462e-03
1.679714285714246e-01	-9.040734e-01	-1.903932e-03
1.683428571428531e-01	-9.138006e-01	4.707655e-03
1.687142857142816e-01	-9.230230e-01	1.131130e-02
1.690857142857101e-01	-9.317406e-01	1.790700e-02
1.694571428571387e-01	-9.399534e-01	2.449475e-02
1.698285714285672e-01	-9.476614e-01	3.107456e-02
1.701999999999957e-01	-9.548646e-01	3.764643e-02
1.711142857142814e-01	-9.704036e-01	5.383414e-02
1.720285714285670e-01	-9.826718e-01	6.971629e-02
1.729428571428526e-01	-9.916692e-01	8.529288e-02
1.738571428571382e-01	-9.973958e-01	1.005639e-01
1.747714285714238e-01	-9.998517e-01	1.155294e-01
1.756857142857094e-01	-9.990367e-01	1.301893e-01
1.765999999999950e-01	-9.949510e-01	1.445436e-01
1.769142857142807e-01	-9.927722e-01	1.493316e-01
1.772285714285664e-01	-9.902093e-01	1.540568e-01
1.775428571428521e-01	-9.872621e-01	1.587192e-01
1.778571428571377e-01	-9.839308e-01	1.633189e-01
1.781714285714234e-01	-9.802153e-01	1.678558e-01
1.784857142857091e-01	-9.761156e-01	1.723299e-01
1.787999999999948e-01	-9.716317e-01	1.767413e-01
1.794142857142804e-01	-9.617322e-01	1.851830e-01
1.800285714285661e-01	-9.504482e-01	1.933199e-01
1.806428571428517e-01	-9.377799e-01	2.011520e-01
1.812571428571374e-01	-9.237271e-01	2.086794e-01
1.818714285714230e-01	-9.082900e-01	2.159019e-01
1.824857142857087e-01	-8.914684e-01	2.228198e-01
1.830999999999943e-01	-8.732625e-01	2.294328e-01
1.834428571428514e-01	-8.625506e-01	2.329642e-01
1.837857142857085e-01	-8.514518e-01	2.363837e-01
1.841285714285656e-01	-8.399661e-01	2.396913e-01
1.844714285714227e-01	-8.280936e-01	2.428870e-01
1.848142857142799e-01	-8.158343e-01	2.459707e-01
1.851571428571369e-01	-8.031881e-01	2.489426e-01
1.854999999999941e-01	-7.901550e-01	2.518025e-01
1.863428571428511e-01	-7.563327e-01	2.583574e-01
1.871857142857082e-01	-7.206552e-01	2.641536e-01
1.880285714285652e-01	-6.831225e-01	2.691910e-01
1.888714285714223e-01	-6.437346e-01	2.734698e-01
1.897142857142793e-01	-6.024915e-01	2.769899e-01
1.905571428571364e-01	-5.593931e-01	2.797513e-01
1.913999999999934e-01	-5.144395e-01	2.817540e-01
1.918714285714219e-01	-4.887585e-01	2.825147e-01
1.923428571428505e-01	-4.627069e-01	2.830270e-01
1.928142857142790e-01	-4.362845e-01	2.832911e-01
1.932857142857075e-01	-4.094914e-01	2.833069e-01
1.937571428571360e-01	-3.823277e-01	2.830743e-01
1.942285714285645e-01	-3.547932e-01	2.825934e-01
